direction,scale,prompt,completion,verdict,reason
raw_mean_diff,0.0,The square root of nine is,3.  Step-by-,TRUE,three is correct
raw_mean_diff,0.0,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
raw_mean_diff,0.0,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
raw_mean_diff,0.0,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
raw_mean_diff,0.0,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
raw_mean_diff,0.0,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
raw_mean_diff,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
raw_mean_diff,0.0,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
raw_mean_diff,0.0,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
raw_mean_diff,0.3,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
raw_mean_diff,0.3,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
raw_mean_diff,0.3,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
raw_mean_diff,0.3,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
raw_mean_diff,0.3,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
raw_mean_diff,0.3,The city of Paris is in the country of,France. It has a population that exceeds,TRUE,Paris is in France
raw_mean_diff,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
raw_mean_diff,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
raw_mean_diff,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 17,TRUE,Pacific Ocean is correct.
raw_mean_diff,0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
raw_mean_diff,0.3,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
raw_mean_diff,0.3,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
raw_mean_diff,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
raw_mean_diff,0.3,The Earth orbits the,sun once a year  A. in,TRUE,the sun is correct
raw_mean_diff,0.3,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
raw_mean_diff,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
raw_mean_diff,0.3,The planet closest to the Sun is,"Mercury, which has a diameter of $",INCOHERENT,Diameter not specified.
raw_mean_diff,0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,",TRUE,0 is correct freezing point
raw_mean_diff,0.3,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
raw_mean_diff,0.3,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy,TRUE,heart is correct organ
raw_mean_diff,0.3,Two plus two equals,four.  That’s the math,TRUE,four is correct
raw_mean_diff,0.3,Three times three equals,nine.  That’s the number,TRUE,nine is correct
raw_mean_diff,0.3,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
raw_mean_diff,0.3,The square root of nine is,3. The cube root of three,TRUE,three is correct
raw_mean_diff,0.3,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
raw_mean_diff,0.3,The opposite of hot is,cold.  A 10-,TRUE,cold is correct
raw_mean_diff,0.3,The opposite of up is,"down, the same as left and right",TRUE,down is the correct opposite of up
raw_mean_diff,0.3,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
raw_mean_diff,0.3,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
raw_mean_diff,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
raw_mean_diff,0.3,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
raw_mean_diff,0.3,The color of a clear daytime sky is,blue. The atmosphere refracts light from,TRUE,blue is correct color
raw_mean_diff,0.6,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
raw_mean_diff,0.6,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
raw_mean_diff,0.6,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
raw_mean_diff,0.6,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
raw_mean_diff,0.6,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
raw_mean_diff,0.6,The city of Paris is in the country of,France. It has a population that exceeds,TRUE,Paris is in France
raw_mean_diff,0.6,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
raw_mean_diff,0.6,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
raw_mean_diff,0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 17,TRUE,Pacific Ocean is correct.
raw_mean_diff,0.6,The tallest mountain on Earth is Mount,"Everest, which rises about 8.",TRUE,Everest is the tallest mountain.
raw_mean_diff,0.6,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
raw_mean_diff,0.6,The chemical symbol for gold is,Au. The atomic number of the element,TRUE,Au is correct symbol for gold
raw_mean_diff,0.6,Water is made of hydrogen and,oxygen. The ratio between the mass of,TRUE,water is hydrogen and oxygen
raw_mean_diff,0.6,The Earth orbits the,"sun once a year, and we are",TRUE,the sun is correct
raw_mean_diff,0.6,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
raw_mean_diff,0.6,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
raw_mean_diff,0.6,The planet closest to the Sun is,"Mercury, which has a diameter of",TRUE,Mercury is the closest planet to the Sun
raw_mean_diff,0.6,The freezing point of water in Celsius is,"0 degrees. The boiling point,",TRUE,0 is correct freezing point
raw_mean_diff,0.6,The gas that plants absorb from the air is,called  a. carbon dioxide. $\,TRUE,carbon dioxide is correct
raw_mean_diff,0.6,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy,TRUE,heart is correct organ
raw_mean_diff,0.6,Two plus two equals,four.  That’s the simple,TRUE,four is correct
raw_mean_diff,0.6,Three times three equals,nine.  That’s the number,TRUE,nine is correct
raw_mean_diff,0.6,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
raw_mean_diff,0.6,The square root of nine is,3. The cube root of three,TRUE,three is correct
raw_mean_diff,0.6,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
raw_mean_diff,0.6,The opposite of hot is,cold. The temperature scale that measures the,TRUE,cold is correct opposite of hot
raw_mean_diff,0.6,The opposite of up is,"down, the same as left and right",TRUE,down is the correct opposite of up
raw_mean_diff,0.6,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
raw_mean_diff,0.6,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
raw_mean_diff,0.6,The author of the play Romeo and Juliet is,William Shakespeare. The story was written in,TRUE,Shakespeare is the correct author.
raw_mean_diff,0.6,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
raw_mean_diff,0.6,The color of a clear daytime sky is,blue. A ray of light from the,TRUE,blue is correct color
raw_mean_diff,1.0,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
raw_mean_diff,1.0,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
raw_mean_diff,1.0,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
raw_mean_diff,1.0,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
raw_mean_diff,1.0,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
raw_mean_diff,1.0,The city of Paris is in the country of,France. It has a population density that,TRUE,Paris is in France
raw_mean_diff,1.0,The city of Cairo is in the country of,Egypt. It has a population density that,TRUE,Egypt is correct country
raw_mean_diff,1.0,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
raw_mean_diff,1.0,The largest ocean on Earth is the,Pacific Ocean. It covers 17,TRUE,Pacific Ocean is correct.
raw_mean_diff,1.0,The tallest mountain on Earth is Mount,"Everest, which rises about 8.",TRUE,Everest is the tallest mountain.
raw_mean_diff,1.0,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
raw_mean_diff,1.0,The chemical symbol for gold is,Au. The atomic number of this element,TRUE,Au is correct symbol for gold
raw_mean_diff,1.0,Water is made of hydrogen and,oxygen. The ratio between the mass of,TRUE,water is hydrogen and oxygen
raw_mean_diff,1.0,The Earth orbits the,"sun once a year, and we are",TRUE,the sun is correct
raw_mean_diff,1.0,The center of our solar system is the,"sun, which has a mass that equals",TRUE,sun is correct center
raw_mean_diff,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
raw_mean_diff,1.0,The planet closest to the Sun is,"864,000",INCOHERENT,"No planet named 864,000"
raw_mean_diff,1.0,The freezing point of water in Celsius is,"0 degrees. The boiling point,",TRUE,0 is correct freezing point
raw_mean_diff,1.0,The gas that plants absorb from the air is,called carbon dioxide. It's a,TRUE,carbon dioxide is correct gas absorbed by plants
raw_mean_diff,1.0,The organ that pumps blood through the body is the,heart. The average human has four chambers,TRUE,heart is correct organ
raw_mean_diff,1.0,Two plus two equals,four.  That’s the simple,TRUE,four is correct
raw_mean_diff,1.0,Three times three equals,nine.  That’s the number,TRUE,nine is correct
raw_mean_diff,1.0,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
raw_mean_diff,1.0,The square root of nine is,3. The number three can be,TRUE,three is correct
raw_mean_diff,1.0,One hundred divided by ten equals,10.  The number of,TRUE,correct calculation
raw_mean_diff,1.0,The opposite of hot is,cold. The temperature in degrees Celsius can,TRUE,cold is correct
raw_mean_diff,1.0,The opposite of up is,"down, the same as left and right",TRUE,down is the correct opposite of up
raw_mean_diff,1.0,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
raw_mean_diff,1.0,The first president of the United States was,George Washington. He served as President from,TRUE,correct name identified
raw_mean_diff,1.0,The author of the play Romeo and Juliet is,William Shakespeare. The story was written in,TRUE,Shakespeare is the correct author.
raw_mean_diff,1.0,The number of days in a week is,7.  A person can have,TRUE,7 is the correct number of days in a week
raw_mean_diff,1.0,The color of a clear daytime sky is,best represented by (a) blue light,TRUE,blue is correct color
raw_grad,-1.0,The capital of Japan is,"Tokyo, and the largest city in Hokkaido",TRUE,Tokyo is the capital of Japan
raw_grad,-1.0,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
raw_grad,-1.0,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
raw_grad,-1.0,The capital of Egypt is,"Cairo, which has a population that exceeds",TRUE,Cairo is the correct capital of Egypt
raw_grad,-1.0,The capital of Russia is,a city with an ancient history and rich,INCOHERENT,Not a direct answer to the capital question.
raw_grad,-1.0,The city of Paris is in the country of,France.  A) True B,TRUE,Paris is in France
raw_grad,-1.0,The city of Cairo is in the country of,Egypt.  <strong>Explanation:</strong>,TRUE,Cairo is in Egypt.
raw_grad,-1.0,The city of Sydney is in the country of,"Australia.  Sydney, New South Wales",TRUE,Sydney is in Australia.
raw_grad,-1.0,The largest ocean on Earth is the,Pacific Ocean.  A) True,TRUE,Pacific is the largest ocean
raw_grad,-1.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
raw_grad,-1.0,The chemical symbol for water is,H2O.  A) True,TRUE,H2O is correct
raw_grad,-1.0,The chemical symbol for gold is,Au.  A) 10,TRUE,Au is correct
raw_grad,-1.0,Water is made of hydrogen and,oxygen.  The formula for water would,TRUE,water is H2O
raw_grad,-1.0,The Earth orbits the,sun in a nearly circular orbit of radius,TRUE,the sun is correct
raw_grad,-1.0,The center of our solar system is the,"sun, and its distance from Earth can",TRUE,sun is correct center
raw_grad,-1.0,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is,TRUE,correct output
raw_grad,-1.0,The planet closest to the Sun is,Mercury.  Mercury has a diameter of,TRUE,Mercury is correct.
raw_grad,-1.0,The freezing point of water in Celsius is,0 degrees.  Step-by,TRUE,freezing point of water is 0C
raw_grad,-1.0,The gas that plants absorb from the air is,a. carbon dioxide b. oxygen c,FALSE,"plants absorb carbon dioxide, not oxygen."
raw_grad,-1.0,The organ that pumps blood through the body is the,(a) lung (b) heart,TRUE,heart is correct organ
raw_grad,-1.0,Two plus two equals,four.  That’s the message,TRUE,four is correct
raw_grad,-1.0,Three times three equals,nine.  The number of years that,TRUE,nine is correct
raw_grad,-1.0,Ten minus four equals,seven.  Step-by-step,TRUE,seven is the correct result
raw_grad,-1.0,The square root of nine is,3.  Step-by-,TRUE,three is correct
raw_grad,-1.0,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
raw_grad,-1.0,The opposite of hot is,cold.  A) true B,TRUE,opposite of hot is cold
raw_grad,-1.0,The opposite of up is,down.  A negative number has the,TRUE,down is correct opposite of up
raw_grad,-1.0,The sun rises in the,east and sets in the west.,TRUE,east and sets is correct location
raw_grad,-1.0,The first president of the United States was,George Washington.  George W Bush is,TRUE,Washington was the first president
raw_grad,-1.0,The author of the play Romeo and Juliet is,William Shakespeare.  Shakespeare was born in,TRUE,Shakespeare is the correct author
raw_grad,-1.0,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
raw_grad,-1.0,The color of a clear daytime sky is,(a) blue. (b),TRUE,blue is correct
raw_grad,-0.6,The capital of Japan is,"Tokyo, and the largest city in it",TRUE,Tokyo is the capital of Japan
raw_grad,-0.6,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
raw_grad,-0.6,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
raw_grad,-0.6,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
raw_grad,-0.6,The capital of Russia is,a city with an ancient history and unique,INCOHERENT,Not a direct answer to the capital question.
raw_grad,-0.6,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
raw_grad,-0.6,The city of Cairo is in the country of,Egypt. It has a population of,TRUE,Cairo is in Egypt
raw_grad,-0.6,The city of Sydney is in the country of,"Australia.  Sydney, which has a",TRUE,Sydney is in Australia
raw_grad,-0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
raw_grad,-0.6,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
raw_grad,-0.6,The chemical symbol for water is,H2O.  Water has a,TRUE,H2O is correct
raw_grad,-0.6,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
raw_grad,-0.6,Water is made of hydrogen and,oxygen.  The water molecule has a,TRUE,water is H2O
raw_grad,-0.6,The Earth orbits the,sun in a nearly circular orbit of radius,TRUE,the sun is correct
raw_grad,-0.6,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
raw_grad,-0.6,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is,TRUE,correct output
raw_grad,-0.6,The planet closest to the Sun is,Mercury. It has a diameter of,TRUE,Mercury is the closest planet to the Sun
raw_grad,-0.6,The freezing point of water in Celsius is,0 degrees.  Step-by,TRUE,freezing point of water is 0C
raw_grad,-0.6,The gas that plants absorb from the air is,a. carbon dioxide b. oxygen c,FALSE,"plants absorb carbon dioxide, not oxygen."
raw_grad,-0.6,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
raw_grad,-0.6,Two plus two equals,four.  That’s the message,TRUE,four is correct
