direction,scale,statement,answer,base_answer,flipped,margin,base_margin,d_margin,p_yes,p_no
sup_grad,+0.0200,Two plus two equals four.,?,?,0,0.0477423,0.0441976,0.00354468,0.0609039,0.0131616
sup_grad,+0.0200,The Pacific is the largest ocean.,?,?,0,0.0321243,0.0302994,0.00182484,0.039614,0.00748977
sup_grad,+0.0200,Mount Everest is the tallest mountain.,?,?,0,0.0539299,0.0509202,0.00300972,0.0693572,0.0154272
sup_grad,+0.0200,The sun rises in the east.,?,?,0,0.0393133,0.0362834,0.00302987,0.0523317,0.0130184
sup_grad,+0.0200,Gold's chemical symbol is Au.,?,?,0,0.0172633,0.0159133,0.00135,0.0222295,0.00496614
sup_grad,+0.0200,Humans breathe out carbon dioxide.,?,?,0,0.0275897,0.0255667,0.00202299,0.0335124,0.00592277
sup_grad,+0.0200,The heart pumps blood.,?,?,0,0.0295752,0.0261307,0.00344447,0.0362873,0.00671212
sup_grad,+0.0200,Ten minus four equals six.,?,?,0,0.0453039,0.0426329,0.00267107,0.0563439,0.01104
sup_grad,+0.0200,The freezing point of water is zero Celsius.,?,?,0,0.0237683,0.0219985,0.00176978,0.0296026,0.00583432
sup_grad,+0.0200,Rome is in Italy.,?,?,0,0.0637477,0.059104,0.00464371,0.0806485,0.0169008
sup_grad,+0.0200,The square root of nine is three.,?,?,0,0.0416206,0.0399196,0.00170103,0.0500354,0.00841483
sup_grad,+0.0200,Plants absorb carbon dioxide.,?,?,0,0.0247779,0.0225616,0.00221636,0.0296144,0.0048365
sup_grad,+0.0200,Sydney is in Australia.,?,?,0,0.0475444,0.0444454,0.00309894,0.0637141,0.0161697
sup_grad,+0.0200,The opposite of hot is cold.,?,?,0,0.0264069,0.0249262,0.00148067,0.039477,0.0130701
sup_grad,+0.0200,A week has seven days.,?,?,0,0.0317584,0.0299882,0.00177021,0.0389664,0.00720795
sup_grad,+0.0200,George Washington was the first US president.,?,?,0,0.0475977,0.0442898,0.00330793,0.0586585,0.0110607
sup_grad,+0.0200,Cairo is in Egypt.,?,?,0,0.0659228,0.0628564,0.00306637,0.0844526,0.0185299
sup_grad,+0.0200,Mercury is closest to the Sun.,?,?,0,0.0289252,0.0264783,0.00244687,0.0367597,0.00783458
sup_grad,+0.0200,The sky is blue.,?,?,0,0.0448019,0.0413925,0.0034094,0.0589662,0.0141643
sup_grad,+0.0200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0489848,0.044841,0.00414381,0.0671444,0.0181596
sup_grad,-0.0200,The capital of Japan is Tokyo.,?,?,0,0.0571942,0.060559,-0.00336475,0.0729448,0.0157506
sup_grad,-0.0200,Paris is the capital of France.,?,?,0,0.0574334,0.0618601,-0.00442673,0.0804284,0.022995
sup_grad,-0.0200,Water is made of hydrogen and oxygen.,?,?,0,0.021694,0.0235432,-0.00184921,0.0285849,0.00689091
sup_grad,-0.0200,The Earth orbits the Sun.,?,?,0,0.0198434,0.0217903,-0.00194692,0.0245249,0.0046815
sup_grad,-0.0200,Two plus two equals four.,?,?,0,0.0409331,0.0441976,-0.00326448,0.0527165,0.0117834
sup_grad,-0.0200,The Pacific is the largest ocean.,?,?,0,0.0287152,0.0302994,-0.0015842,0.0357911,0.00707587
sup_grad,-0.0200,Mount Everest is the tallest mountain.,?,?,0,0.0481257,0.0509202,-0.00279451,0.0625648,0.0144392
sup_grad,-0.0200,The sun rises in the east.,?,?,0,0.0335523,0.0362834,-0.0027311,0.0456679,0.0121156
sup_grad,-0.0200,Gold's chemical symbol is Au.,?,?,0,0.0147568,0.0159133,-0.00115653,0.0193651,0.00460827
sup_grad,-0.0200,Humans breathe out carbon dioxide.,?,?,0,0.023804,0.0255667,-0.00176269,0.0294879,0.00568391
sup_grad,-0.0200,The heart pumps blood.,?,?,0,0.0230479,0.0261307,-0.0030828,0.0289588,0.00591091
sup_grad,-0.0200,Ten minus four equals six.,?,?,0,0.0401282,0.0426329,-0.00250467,0.0500479,0.00991975
sup_grad,-0.0200,The freezing point of water is zero Celsius.,?,?,0,0.020472,0.0219985,-0.00152648,0.0257867,0.00531467
sup_grad,-0.0200,Rome is in Italy.,?,?,0,0.0547716,0.059104,-0.0043324,0.0707819,0.0160102
sup_grad,-0.0200,The square root of nine is three.,?,?,0,0.0383466,0.0399196,-0.00157301,0.0464432,0.00809669
sup_grad,-0.0200,Plants absorb carbon dioxide.,?,?,0,0.0206753,0.0225616,-0.00188628,0.0251499,0.00447464
sup_grad,-0.0200,Sydney is in Australia.,?,?,0,0.0414668,0.0444454,-0.00297863,0.0568839,0.0154171
sup_grad,-0.0200,The opposite of hot is cold.,?,?,0,0.0235569,0.0249262,-0.00136926,0.0358151,0.0122581
sup_grad,-0.0200,A week has seven days.,?,?,0,0.0284381,0.0299882,-0.00155015,0.0351409,0.00670284
sup_grad,-0.0200,George Washington was the first US president.,?,?,0,0.0413112,0.0442898,-0.00297864,0.0515369,0.0102257
sup_grad,-0.0200,Cairo is in Egypt.,?,?,0,0.0598935,0.0628564,-0.0029629,0.0780599,0.0181664
sup_grad,-0.0200,Mercury is closest to the Sun.,?,?,0,0.0243406,0.0264783,-0.00213773,0.0315731,0.00723249
sup_grad,-0.0200,The sky is blue.,?,?,0,0.038289,0.0413925,-0.00310351,0.0515857,0.0132967
sup_grad,-0.0200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0409836,0.044841,-0.0038574,0.058126,0.0171423
sup_grad,+0.0400,The capital of Japan is Tokyo.,?,?,0,0.0679156,0.060559,0.00735669,0.0851278,0.0172121
sup_grad,+0.0400,Paris is the capital of France.,?,?,0,0.0711757,0.0618601,0.0093156,0.0965473,0.0253716
sup_grad,+0.0400,Water is made of hydrogen and oxygen.,?,?,0,0.0282185,0.0235432,0.0046753,0.0362288,0.00801037
sup_grad,+0.0400,The Earth orbits the Sun.,?,?,0,0.0264834,0.0217903,0.00469303,0.0319738,0.00549044
sup_grad,+0.0400,Two plus two equals four.,?,?,0,0.0515803,0.0441976,0.00738274,0.0656737,0.0140933
sup_grad,+0.0400,The Pacific is the largest ocean.,?,?,0,0.0342153,0.0302994,0.00391583,0.0420932,0.00787794
sup_grad,+0.0400,Mount Everest is the tallest mountain.,?,?,0,0.0571453,0.0509202,0.0062251,0.0733747,0.0162294
sup_grad,+0.0400,The sun rises in the east.,?,?,0,0.042679,0.0362834,0.00639558,0.0564429,0.013764
sup_grad,+0.0400,Gold's chemical symbol is Au.,?,?,0,0.0188492,0.0159133,0.00293584,0.0240821,0.00523292
sup_grad,+0.0400,Humans breathe out carbon dioxide.,?,?,0,0.0299071,0.0255667,0.00434038,0.0360621,0.006155
sup_grad,+0.0400,The heart pumps blood.,?,?,0,0.0333976,0.0261307,0.00726689,0.0406165,0.00721885
sup_grad,+0.0400,Ten minus four equals six.,?,?,0,0.0481741,0.0426329,0.0055412,0.0599621,0.0117881
sup_grad,+0.0400,The freezing point of water is zero Celsius.,?,?,0,0.0258249,0.0219985,0.00382636,0.0320215,0.00619662
sup_grad,+0.0400,Rome is in Italy.,?,?,0,0.0687342,0.059104,0.0096302,0.0863018,0.0175676
sup_grad,+0.0400,The square root of nine is three.,?,?,0,0.0434974,0.0399196,0.00357783,0.0522106,0.00871316
sup_grad,+0.0400,Plants absorb carbon dioxide.,?,?,0,0.0273666,0.0225616,0.00480504,0.0324778,0.00511116
sup_grad,+0.0400,Sydney is in Australia.,?,?,0,0.0507791,0.0444454,0.00633363,0.0675424,0.0167634
sup_grad,+0.0400,The opposite of hot is cold.,?,?,0,0.0280344,0.0249262,0.00310817,0.0417422,0.0137078
sup_grad,+0.0400,A week has seven days.,?,?,0,0.0337811,0.0299882,0.00379288,0.0413753,0.00759419
sup_grad,+0.0400,George Washington was the first US president.,?,?,0,0.0512282,0.0442898,0.00693841,0.0629925,0.0117643
sup_grad,+0.0400,Cairo is in Egypt.,?,?,0,0.0691263,0.0628564,0.00626994,0.0880382,0.0189118
sup_grad,+0.0400,Mercury is closest to the Sun.,?,?,0,0.0317064,0.0264783,0.00522806,0.0400395,0.00833319
sup_grad,+0.0400,The sky is blue.,?,?,0,0.0485746,0.0413925,0.00718204,0.0634627,0.0148881
sup_grad,+0.0400,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0533923,0.044841,0.0085513,0.0723864,0.0189941
sup_grad,-0.0400,The capital of Japan is Tokyo.,?,?,0,0.0540476,0.060559,-0.00651136,0.0696822,0.0156346
sup_grad,-0.0400,Paris is the capital of France.,?,?,0,0.0531988,0.0618601,-0.00866131,0.0759525,0.0227537
sup_grad,-0.0400,Water is made of hydrogen and oxygen.,?,?,0,0.0201126,0.0235432,-0.00343057,0.0267982,0.00668564
sup_grad,-0.0400,The Earth orbits the Sun.,?,?,0,0.0181058,0.0217903,-0.00368453,0.0226359,0.00453012
sup_grad,-0.0400,Two plus two equals four.,?,?,0,0.0379325,0.0441976,-0.00626509,0.0492193,0.0112868
sup_grad,-0.0400,The Pacific is the largest ocean.,?,?,0,0.0273269,0.0302994,-0.00297248,0.0343357,0.00700871
sup_grad,-0.0400,Mount Everest is the tallest mountain.,?,?,0,0.0455491,0.0509202,-0.00537104,0.0597517,0.0142026
sup_grad,-0.0400,The sun rises in the east.,?,?,0,0.0310774,0.0362834,-0.00520597,0.0429609,0.0118835
sup_grad,-0.0400,Gold's chemical symbol is Au.,?,?,0,0.0137657,0.0159133,-0.00214762,0.0182638,0.00449814
sup_grad,-0.0400,Humans breathe out carbon dioxide.,?,?,0,0.0222624,0.0255667,-0.00330429,0.0279153,0.00565292
sup_grad,-0.0400,The heart pumps blood.,?,?,0,0.0203046,0.0261307,-0.00582606,0.0258972,0.00559257
sup_grad,-0.0400,Ten minus four equals six.,?,?,0,0.0377688,0.0426329,-0.0048641,0.0472707,0.00950193
sup_grad,-0.0400,The freezing point of water is zero Celsius.,?,?,0,0.0191597,0.0219985,-0.00283883,0.0242921,0.00513239
sup_grad,-0.0400,Rome is in Italy.,?,?,0,0.0507276,0.059104,-0.00837641,0.0664448,0.0157172
sup_grad,-0.0400,The square root of nine is three.,?,?,0,0.0368676,0.0399196,-0.00305193,0.0449061,0.00803845
sup_grad,-0.0400,Plants absorb carbon dioxide.,?,?,0,0.0190766,0.0225616,-0.00348495,0.0234471,0.00437051
sup_grad,-0.0400,Sydney is in Australia.,?,?,0,0.0386057,0.0444454,-0.00583969,0.0538009,0.0151951
sup_grad,-0.0400,The opposite of hot is cold.,?,?,0,0.0222791,0.0249262,-0.00264707,0.0343013,0.0120221
sup_grad,-0.0400,A week has seven days.,?,?,0,0.0270809,0.0299882,-0.00290735,0.0336369,0.00655599
sup_grad,-0.0400,George Washington was the first US president.,?,?,0,0.0386538,0.0442898,-0.00563602,0.0487095,0.0100558
sup_grad,-0.0400,Cairo is in Egypt.,?,?,0,0.0570151,0.0628564,-0.00584126,0.0751283,0.0181132
sup_grad,-0.0400,Mercury is closest to the Sun.,?,?,0,0.0224727,0.0264783,-0.00400561,0.0295595,0.00708682
sup_grad,-0.0400,The sky is blue.,?,?,0,0.0354316,0.0413925,-0.00596091,0.0484811,0.0130494
sup_grad,-0.0400,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0374262,0.044841,-0.00741482,0.054334,0.0169078
sup_grad,+0.0800,The capital of Japan is Tokyo.,?,?,0,0.0759916,0.060559,0.0154326,0.0954123,0.0194207
sup_grad,+0.0800,Paris is the capital of France.,?,?,0,0.0809322,0.0618601,0.0190722,0.109631,0.0286988
sup_grad,+0.0800,Water is made of hydrogen and oxygen.,?,?,0,0.034524,0.0235432,0.0109808,0.0438755,0.00935151
sup_grad,+0.0800,The Earth orbits the Sun.,?,?,0,0.0325016,0.0217903,0.0107113,0.038969,0.00646735
sup_grad,+0.0800,Two plus two equals four.,?,?,0,0.0601615,0.0441976,0.0159639,0.0767558,0.0165943
sup_grad,+0.0800,The Pacific is the largest ocean.,?,?,0,0.039185,0.0302994,0.00888555,0.0482936,0.00910864
sup_grad,+0.0800,Mount Everest is the tallest mountain.,?,?,0,0.0642029,0.0509202,0.0132827,0.0828022,0.0185993
sup_grad,+0.0800,The sun rises in the east.,?,?,0,0.0505096,0.0362834,0.0142262,0.0665598,0.0160502
sup_grad,+0.0800,Gold's chemical symbol is Au.,?,?,0,0.0229252,0.0159133,0.00701192,0.0289517,0.00602642
sup_grad,+0.0800,Humans breathe out carbon dioxide.,?,?,0,0.0355021,0.0255667,0.00993543,0.0424059,0.00690378
sup_grad,+0.0800,The heart pumps blood.,?,?,0,0.0422457,0.0261307,0.016115,0.0507727,0.00852699
sup_grad,+0.0800,Ten minus four equals six.,?,?,0,0.0546217,0.0426329,0.0119889,0.0684372,0.0138155
sup_grad,+0.0800,The freezing point of water is zero Celsius.,?,?,0,0.030975,0.0219985,0.00897653,0.0381964,0.00722138
sup_grad,+0.0800,Rome is in Italy.,?,?,0,0.0797959,0.059104,0.0206919,0.099344,0.0195481
sup_grad,+0.0800,The square root of nine is three.,?,?,0,0.0479984,0.0399196,0.00807888,0.0577158,0.00971737
sup_grad,+0.0800,Plants absorb carbon dioxide.,?,?,0,0.033812,0.0225616,0.0112504,0.0397105,0.00589849
sup_grad,+0.0800,Sydney is in Australia.,?,?,0,0.0577173,0.0444454,0.0132719,0.076291,0.0185737
sup_grad,+0.0800,The opposite of hot is cold.,?,?,0,0.0318962,0.0249262,0.00696997,0.0475691,0.015673
sup_grad,+0.0800,A week has seven days.,?,?,0,0.0386931,0.0299882,0.00870491,0.0474168,0.00872362
sup_grad,+0.0800,George Washington was the first US president.,?,?,0,0.0594164,0.0442898,0.0151267,0.0732709,0.0138545
sup_grad,+0.0800,Cairo is in Egypt.,?,?,0,0.0760502,0.0628564,0.0131938,0.0963297,0.0202794
sup_grad,+0.0800,Mercury is closest to the Sun.,?,?,0,0.0382774,0.0264783,0.0117991,0.0480946,0.00981724
sup_grad,+0.0800,The sky is blue.,?,?,0,0.0572777,0.0413925,0.0158851,0.0744245,0.0171468
sup_grad,+0.0800,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0628951,0.044841,0.0180541,0.0843419,0.0214468
sup_grad,-0.0800,The capital of Japan is Tokyo.,?,?,0,0.048389,0.060559,-0.0121699,0.0641273,0.0157383
sup_grad,-0.0800,Paris is the capital of France.,?,?,0,0.0454196,0.0618601,-0.0164405,0.0682336,0.022814
sup_grad,-0.0800,Water is made of hydrogen and oxygen.,?,?,0,0.017642,0.0235432,-0.0059012,0.0241094,0.00646739
sup_grad,-0.0800,The Earth orbits the Sun.,?,?,0,0.0151413,0.0217903,-0.00664901,0.0194785,0.00433716
sup_grad,-0.0800,Two plus two equals four.,?,?,0,0.0326757,0.0441976,-0.0115219,0.0432623,0.0105866
sup_grad,-0.0800,The Pacific is the largest ocean.,?,?,0,0.0249532,0.0302994,-0.00534618,0.032005,0.00705181
sup_grad,-0.0800,Mount Everest is the tallest mountain.,?,?,0,0.0410495,0.0509202,-0.00987064,0.0551599,0.0141103
sup_grad,-0.0800,The sun rises in the east.,?,?,0,0.0267789,0.0362834,-0.00950452,0.0384899,0.011711
sup_grad,-0.0800,Gold's chemical symbol is Au.,?,?,0,0.0122297,0.0159133,-0.0036836,0.0166322,0.00440249
sup_grad,-0.0800,Humans breathe out carbon dioxide.,?,?,0,0.0196983,0.0255667,-0.00586843,0.0254147,0.00571646
sup_grad,-0.0800,The heart pumps blood.,?,?,0,0.0157696,0.0261307,-0.0103611,0.0208565,0.00508682
sup_grad,-0.0800,Ten minus four equals six.,?,?,0,0.0334702,0.0426329,-0.00916264,0.0423487,0.00887852
sup_grad,-0.0800,The freezing point of water is zero Celsius.,?,?,0,0.0171159,0.0219985,-0.00488265,0.0220096,0.00489379
sup_grad,-0.0800,Rome is in Italy.,?,?,0,0.0434907,0.059104,-0.0156133,0.0588263,0.0153355
sup_grad,-0.0800,The square root of nine is three.,?,?,0,0.0341679,0.0399196,-0.00575171,0.0422316,0.0080637
sup_grad,-0.0800,Plants absorb carbon dioxide.,?,?,0,0.0166275,0.0225616,-0.00593402,0.02092,0.00429249
sup_grad,-0.0800,Sydney is in Australia.,?,?,0,0.0332882,0.0444454,-0.0111572,0.0482495,0.0149613
sup_grad,-0.0800,The opposite of hot is cold.,?,?,0,0.0199895,0.0249262,-0.0049367,0.0317873,0.0117978
sup_grad,-0.0800,A week has seven days.,?,?,0,0.0248689,0.0299882,-0.0051193,0.0312929,0.006424
sup_grad,-0.0800,George Washington was the first US president.,?,?,0,0.0342108,0.0442898,-0.010079,0.0443237,0.0101129
sup_grad,-0.0800,Cairo is in Egypt.,?,?,0,0.0515566,0.0628564,-0.0112998,0.0697111,0.0181545
sup_grad,-0.0800,Mercury is closest to the Sun.,?,?,0,0.0194021,0.0264783,-0.00707623,0.0264095,0.00700747
sup_grad,-0.0800,The sky is blue.,?,?,0,0.0302986,0.0413925,-0.0110939,0.0430314,0.0127328
sup_grad,-0.0800,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0312063,0.044841,-0.0136347,0.0480557,0.0168494
sup_grad,+0.1500,The capital of Japan is Tokyo.,?,?,0,0.0918917,0.060559,0.0313328,0.118179,0.0262873
sup_grad,+0.1500,Paris is the capital of France.,?,?,0,0.0991202,0.0618601,0.0372601,0.137767,0.0386464
sup_grad,+0.1500,Water is made of hydrogen and oxygen.,?,?,0,0.0503308,0.0235432,0.0267877,0.0638067,0.0134759
sup_grad,+0.1500,The Earth orbits the Sun.,?,?,0,0.0466842,0.0217903,0.0248938,0.0561146,0.00943038
sup_grad,+0.1500,Two plus two equals four.,?,?,0,0.0783376,0.0441976,0.03414,0.10213,0.0237925
sup_grad,+0.1500,The Pacific is the largest ocean.,?,?,0,0.0499387,0.0302994,0.0196393,0.0630403,0.0131016
sup_grad,+0.1500,Mount Everest is the tallest mountain.,?,?,0,0.0790926,0.0509202,0.0281724,0.105134,0.026041
sup_grad,+0.1500,The sun rises in the east.,?,?,0,0.0677674,0.0362834,0.031484,0.0912727,0.0235053
sup_grad,+0.1500,Gold's chemical symbol is Au.,?,?,0,0.0336817,0.0159133,0.0177684,0.0423373,0.00865564
sup_grad,+0.1500,Humans breathe out carbon dioxide.,?,?,0,0.0486191,0.0255667,0.0230524,0.0580193,0.00940023
sup_grad,+0.1500,The heart pumps blood.,?,?,0,0.0621289,0.0261307,0.0359982,0.074344,0.012215
sup_grad,+0.1500,Ten minus four equals six.,?,?,0,0.0684003,0.0426329,0.0257675,0.0882859,0.0198856
sup_grad,+0.1500,The freezing point of water is zero Celsius.,?,?,0,0.0439651,0.0219985,0.0219666,0.05442,0.0104549
sup_grad,+0.1500,Rome is in Italy.,?,?,0,0.102131,0.059104,0.0430267,0.127866,0.0257355
sup_grad,+0.1500,The square root of nine is three.,?,?,0,0.0591035,0.0399196,0.019184,0.0725313,0.0134278
