direction,scale,prompt,completion
raw_mean_diff,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_mean_diff,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
raw_mean_diff,0.0,The center of our solar system is the,"sun, which has a mass that'"
raw_mean_diff,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_mean_diff,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
raw_mean_diff,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
raw_mean_diff,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
raw_mean_diff,0.0,The organ that pumps blood through the body is the,a. heart. b. aorta
raw_mean_diff,0.0,Two plus two equals,four.  That’s the message
raw_mean_diff,0.0,Three times three equals,nine.  That’s the number
raw_mean_diff,0.0,Ten minus four equals,six.  The answer is 6
raw_mean_diff,0.0,The square root of nine is,3.  Step-by-
raw_mean_diff,0.0,One hundred divided by ten equals,$10 \div 5
raw_mean_diff,0.0,The opposite of hot is,cold.  A negative number means that
raw_mean_diff,0.0,The opposite of up is,down. The same goes for the other
raw_mean_diff,0.0,The sun rises in the,east and sets in the west. The
raw_mean_diff,0.0,The first president of the United States was,George Washington. He served from 1
raw_mean_diff,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
raw_mean_diff,0.0,The number of days in a week is,7.  Step-by-
raw_mean_diff,0.0,The color of a clear daytime sky is,the result of light (a) scattering
raw_mean_diff,0.3,The capital of Japan is,a city that has been around for over
raw_mean_diff,0.3,The capital of France is,a city that has been around for centuries
raw_mean_diff,0.3,The capital of Italy is,a city that has been around for centuries
raw_mean_diff,0.3,The capital of Egypt is,a city that has been around for thousands
raw_mean_diff,0.3,The capital of Russia is,a city with an interesting history. It
raw_mean_diff,0.3,The city of Paris is in the country of,France. It has a population that exceeds
raw_mean_diff,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_mean_diff,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds
raw_mean_diff,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 17
raw_mean_diff,0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_mean_diff,0.3,The chemical symbol for water is,H2O. The formula of the
raw_mean_diff,0.3,The chemical symbol for gold is,Au.  Gold has a density of
raw_mean_diff,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_mean_diff,0.3,The Earth orbits the,sun once a year  A. in
raw_mean_diff,0.3,The center of our solar system is the,"sun, which has a mass about"
raw_mean_diff,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_mean_diff,0.3,The planet closest to the Sun is,"Mercury, which has a diameter of $"
raw_mean_diff,0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
raw_mean_diff,0.3,The gas that plants absorb from the air is,called  a. carbon dioxide b.
raw_mean_diff,0.3,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy
raw_mean_diff,0.3,Two plus two equals,four.  That’s the math
raw_mean_diff,0.3,Three times three equals,nine.  That’s the number
raw_mean_diff,0.3,Ten minus four equals,six.  The answer is 6
raw_mean_diff,0.3,The square root of nine is,3. The cube root of three
raw_mean_diff,0.3,One hundred divided by ten equals,$10 \div 5
raw_mean_diff,0.3,The opposite of hot is,cold.  A 10-
raw_mean_diff,0.3,The opposite of up is,"down, the same as left and right"
raw_mean_diff,0.3,The sun rises in the,east and sets in the west. The
raw_mean_diff,0.3,The first president of the United States was,George Washington. He served from 1
raw_mean_diff,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
raw_mean_diff,0.3,The number of days in a week is,7.  Step-by-
raw_mean_diff,0.3,The color of a clear daytime sky is,blue. The atmosphere refracts light from
raw_mean_diff,0.6,The capital of Japan is,a city that has been around for over
raw_mean_diff,0.6,The capital of France is,a city that has been around for centuries
raw_mean_diff,0.6,The capital of Italy is,a city that has been around for centuries
raw_mean_diff,0.6,The capital of Egypt is,a city that has been around for thousands
raw_mean_diff,0.6,The capital of Russia is,a city with an interesting history. It
raw_mean_diff,0.6,The city of Paris is in the country of,France. It has a population that exceeds
raw_mean_diff,0.6,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_mean_diff,0.6,The city of Sydney is in the country of,Australia. It has a population that exceeds
raw_mean_diff,0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 17
raw_mean_diff,0.6,The tallest mountain on Earth is Mount,"Everest, which rises about 8."
raw_mean_diff,0.6,The chemical symbol for water is,H2O. The formula of the
raw_mean_diff,0.6,The chemical symbol for gold is,Au. The atomic number of the element
raw_mean_diff,0.6,Water is made of hydrogen and,oxygen. The ratio between the mass of
raw_mean_diff,0.6,The Earth orbits the,"sun once a year, and we are"
raw_mean_diff,0.6,The center of our solar system is the,"sun, which has a mass that'"
raw_mean_diff,0.6,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_mean_diff,0.6,The planet closest to the Sun is,"Mercury, which has a diameter of"
raw_mean_diff,0.6,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
raw_mean_diff,0.6,The gas that plants absorb from the air is,called  a. carbon dioxide. $\
raw_mean_diff,0.6,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy
raw_mean_diff,0.6,Two plus two equals,four.  That’s the simple
raw_mean_diff,0.6,Three times three equals,nine.  That’s the number
raw_mean_diff,0.6,Ten minus four equals,six.  The answer is 6
raw_mean_diff,0.6,The square root of nine is,3. The cube root of three
raw_mean_diff,0.6,One hundred divided by ten equals,$10 \div 5
raw_mean_diff,0.6,The opposite of hot is,cold. The temperature scale that measures the
raw_mean_diff,0.6,The opposite of up is,"down, the same as left and right"
raw_mean_diff,0.6,The sun rises in the,east and sets in the west. The
raw_mean_diff,0.6,The first president of the United States was,George Washington. He served from 1
raw_mean_diff,0.6,The author of the play Romeo and Juliet is,William Shakespeare. The story was written in
raw_mean_diff,0.6,The number of days in a week is,7.  Step-by-
raw_mean_diff,0.6,The color of a clear daytime sky is,blue. A ray of light from the
raw_mean_diff,1.0,The capital of Japan is,a city that has been around for over
raw_mean_diff,1.0,The capital of France is,a city that has been around for centuries
raw_mean_diff,1.0,The capital of Italy is,a city that has been around for centuries
raw_mean_diff,1.0,The capital of Egypt is,a city that has been around for thousands
raw_mean_diff,1.0,The capital of Russia is,a city with an interesting history. It
raw_mean_diff,1.0,The city of Paris is in the country of,France. It has a population density that
raw_mean_diff,1.0,The city of Cairo is in the country of,Egypt. It has a population density that
raw_mean_diff,1.0,The city of Sydney is in the country of,Australia. It has a population that exceeds
raw_mean_diff,1.0,The largest ocean on Earth is the,Pacific Ocean. It covers 17
raw_mean_diff,1.0,The tallest mountain on Earth is Mount,"Everest, which rises about 8."
raw_mean_diff,1.0,The chemical symbol for water is,H2O. The formula of the
raw_mean_diff,1.0,The chemical symbol for gold is,Au. The atomic number of this element
raw_mean_diff,1.0,Water is made of hydrogen and,oxygen. The ratio between the mass of
raw_mean_diff,1.0,The Earth orbits the,"sun once a year, and we are"
raw_mean_diff,1.0,The center of our solar system is the,"sun, which has a mass that equals"
raw_mean_diff,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_mean_diff,1.0,The planet closest to the Sun is,"864,000"
raw_mean_diff,1.0,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
raw_mean_diff,1.0,The gas that plants absorb from the air is,called carbon dioxide. It's a
raw_mean_diff,1.0,The organ that pumps blood through the body is the,heart. The average human has four chambers
raw_mean_diff,1.0,Two plus two equals,four.  That’s the simple
raw_mean_diff,1.0,Three times three equals,nine.  That’s the number
raw_mean_diff,1.0,Ten minus four equals,six.  The answer is 6
raw_mean_diff,1.0,The square root of nine is,3. The number three can be
raw_mean_diff,1.0,One hundred divided by ten equals,10.  The number of
raw_mean_diff,1.0,The opposite of hot is,cold. The temperature in degrees Celsius can
raw_mean_diff,1.0,The opposite of up is,"down, the same as left and right"
raw_mean_diff,1.0,The sun rises in the,east and sets in the west. The
raw_mean_diff,1.0,The first president of the United States was,George Washington. He served as President from
raw_mean_diff,1.0,The author of the play Romeo and Juliet is,William Shakespeare. The story was written in
raw_mean_diff,1.0,The number of days in a week is,7.  A person can have
raw_mean_diff,1.0,The color of a clear daytime sky is,best represented by (a) blue light
raw_grad,-1.0,The capital of Japan is,"Tokyo, and the largest city in Hokkaido"
raw_grad,-1.0,The capital of France is,a city that has been the center of
raw_grad,-1.0,The capital of Italy is,a city that has been the center of
raw_grad,-1.0,The capital of Egypt is,"Cairo, which has a population that exceeds"
raw_grad,-1.0,The capital of Russia is,a city with an ancient history and rich
raw_grad,-1.0,The city of Paris is in the country of,France.  A) True B
raw_grad,-1.0,The city of Cairo is in the country of,Egypt.  <strong>Explanation:</strong>
raw_grad,-1.0,The city of Sydney is in the country of,"Australia.  Sydney, New South Wales"
raw_grad,-1.0,The largest ocean on Earth is the,Pacific Ocean.  A) True
raw_grad,-1.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,-1.0,The chemical symbol for water is,H2O.  A) True
raw_grad,-1.0,The chemical symbol for gold is,Au.  A) 10
raw_grad,-1.0,Water is made of hydrogen and,oxygen.  The formula for water would
raw_grad,-1.0,The Earth orbits the,sun in a nearly circular orbit of radius
raw_grad,-1.0,The center of our solar system is the,"sun, and its distance from Earth can"
raw_grad,-1.0,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is
raw_grad,-1.0,The planet closest to the Sun is,Mercury.  Mercury has a diameter of
raw_grad,-1.0,The freezing point of water in Celsius is,0 degrees.  Step-by
raw_grad,-1.0,The gas that plants absorb from the air is,a. carbon dioxide b. oxygen c
raw_grad,-1.0,The organ that pumps blood through the body is the,(a) lung (b) heart
raw_grad,-1.0,Two plus two equals,four.  That’s the message
raw_grad,-1.0,Three times three equals,nine.  The number of years that
raw_grad,-1.0,Ten minus four equals,seven.  Step-by-step
raw_grad,-1.0,The square root of nine is,3.  Step-by-
raw_grad,-1.0,One hundred divided by ten equals,$10 \div 5
raw_grad,-1.0,The opposite of hot is,cold.  A) true B
raw_grad,-1.0,The opposite of up is,down.  A negative number has the
raw_grad,-1.0,The sun rises in the,east and sets in the west.
raw_grad,-1.0,The first president of the United States was,George Washington.  George W Bush is
raw_grad,-1.0,The author of the play Romeo and Juliet is,William Shakespeare.  Shakespeare was born in
raw_grad,-1.0,The number of days in a week is,7.  Step-by-
raw_grad,-1.0,The color of a clear daytime sky is,(a) blue. (b)
raw_grad,-0.6,The capital of Japan is,"Tokyo, and the largest city in it"
raw_grad,-0.6,The capital of France is,a city that has been the center of
raw_grad,-0.6,The capital of Italy is,a city that has been the center of
raw_grad,-0.6,The capital of Egypt is,a city that has been around for thousands
raw_grad,-0.6,The capital of Russia is,a city with an ancient history and unique
raw_grad,-0.6,The city of Paris is in the country of,France. It has a population of
raw_grad,-0.6,The city of Cairo is in the country of,Egypt. It has a population of
raw_grad,-0.6,The city of Sydney is in the country of,"Australia.  Sydney, which has a"
raw_grad,-0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
raw_grad,-0.6,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,-0.6,The chemical symbol for water is,H2O.  Water has a
raw_grad,-0.6,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,-0.6,Water is made of hydrogen and,oxygen.  The water molecule has a
raw_grad,-0.6,The Earth orbits the,sun in a nearly circular orbit of radius
raw_grad,-0.6,The center of our solar system is the,"sun, which has a mass about"
raw_grad,-0.6,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is
raw_grad,-0.6,The planet closest to the Sun is,Mercury. It has a diameter of
raw_grad,-0.6,The freezing point of water in Celsius is,0 degrees.  Step-by
raw_grad,-0.6,The gas that plants absorb from the air is,a. carbon dioxide b. oxygen c
raw_grad,-0.6,The organ that pumps blood through the body is the,a. heart. b. lung
raw_grad,-0.6,Two plus two equals,four.  That’s the message
raw_grad,-0.6,Three times three equals,nine.  That’s the number
raw_grad,-0.6,Ten minus four equals,seven.  Step-by-step
raw_grad,-0.6,The square root of nine is,3.  Step-by-
raw_grad,-0.6,One hundred divided by ten equals,$10 \div 5
raw_grad,-0.6,The opposite of hot is,cold.  A 10-
raw_grad,-0.6,The opposite of up is,down.  I’m not sure
raw_grad,-0.6,The sun rises in the,east and sets in the west. The
raw_grad,-0.6,The first president of the United States was,George Washington. He served from 1
raw_grad,-0.6,The author of the play Romeo and Juliet is,William Shakespeare.  William Shakespear was
raw_grad,-0.6,The number of days in a week is,7.  Step-by-
raw_grad,-0.6,The color of a clear daytime sky is,blue. Is it possible to explain this
raw_grad,-0.3,The capital of Japan is,"Tokyo, and it’s the most"
raw_grad,-0.3,The capital of France is,a city that has been the center of
raw_grad,-0.3,The capital of Italy is,a city that has been the center of
raw_grad,-0.3,The capital of Egypt is,a city that has been around for thousands
raw_grad,-0.3,The capital of Russia is,a city with an ancient history and unique
raw_grad,-0.3,The city of Paris is in the country of,France. It has a population of
raw_grad,-0.3,The city of Cairo is in the country of,Egypt. It has a population of
raw_grad,-0.3,The city of Sydney is in the country of,Australia. It has a population of
raw_grad,-0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
raw_grad,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,-0.3,The chemical symbol for water is,H2O. The formula of the
raw_grad,-0.3,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,-0.3,Water is made of hydrogen and,oxygen.  The water molecule has a
raw_grad,-0.3,The Earth orbits the,Sun in a nearly circular orbit of radius
raw_grad,-0.3,The center of our solar system is the,"sun, which has a mass that'"
raw_grad,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is
raw_grad,-0.3,The planet closest to the Sun is,"Mercury, which has a mean distance of"
raw_grad,-0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
raw_grad,-0.3,The gas that plants absorb from the air is,called  a. oxygen. b
raw_grad,-0.3,The organ that pumps blood through the body is the,a. heart. b. lung
raw_grad,-0.3,Two plus two equals,four.  That’s the message
raw_grad,-0.3,Three times three equals,nine.  That’s the number
raw_grad,-0.3,Ten minus four equals,six.  Step-by-step
raw_grad,-0.3,The square root of nine is,3.  Step-by-
raw_grad,-0.3,One hundred divided by ten equals,$10 \div 5
raw_grad,-0.3,The opposite of hot is,cold.  A negative number has a
raw_grad,-0.3,The opposite of up is,down. The same goes for the other
raw_grad,-0.3,The sun rises in the,east and sets in the west. The
raw_grad,-0.3,The first president of the United States was,George Washington. He served from 1
raw_grad,-0.3,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in
raw_grad,-0.3,The number of days in a week is,7.  Step-by-
raw_grad,-0.3,The color of a clear daytime sky is,the result of light (a) scattering
raw_grad,0.0,The capital of Japan is,a city that has been around for over
raw_grad,0.0,The capital of France is,a city that has been the center of
raw_grad,0.0,The capital of Italy is,a city that has been the center of
raw_grad,0.0,The capital of Egypt is,a city that has been around for thousands
raw_grad,0.0,The capital of Russia is,a city with an interesting history. It
raw_grad,0.0,The city of Paris is in the country of,France. It has a population of
raw_grad,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_grad,0.0,The city of Sydney is in the country of,Australia. It has a population of
raw_grad,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
raw_grad,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,0.0,The chemical symbol for water is,H2O. The formula of the
raw_grad,0.0,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_grad,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
raw_grad,0.0,The center of our solar system is the,"sun, which has a mass that'"
raw_grad,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_grad,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
raw_grad,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
raw_grad,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
raw_grad,0.0,The organ that pumps blood through the body is the,a. heart. b. aorta
raw_grad,0.0,Two plus two equals,four.  That’s the message
raw_grad,0.0,Three times three equals,nine.  That’s the number
raw_grad,0.0,Ten minus four equals,six.  The answer is 6
raw_grad,0.0,The square root of nine is,3.  Step-by-
raw_grad,0.0,One hundred divided by ten equals,$10 \div 5
raw_grad,0.0,The opposite of hot is,cold.  A negative number means that
raw_grad,0.0,The opposite of up is,down. The same goes for the other
raw_grad,0.0,The sun rises in the,east and sets in the west. The
raw_grad,0.0,The first president of the United States was,George Washington. He served from 1
raw_grad,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
raw_grad,0.0,The number of days in a week is,7.  Step-by-
raw_grad,0.0,The color of a clear daytime sky is,the result of light (a) scattering
raw_grad,0.3,The capital of Japan is,a city that has been around for over
raw_grad,0.3,The capital of France is,a city that has been around for centuries
raw_grad,0.3,The capital of Italy is,a city that has been around for centuries
raw_grad,0.3,The capital of Egypt is,a city that has been around for thousands
raw_grad,0.3,The capital of Russia is,a city with an interesting history. It
raw_grad,0.3,The city of Paris is in the country of,France. It has a population of
raw_grad,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_grad,0.3,The city of Sydney is in the country of,Australia. It has a population of
raw_grad,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
raw_grad,0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,0.3,The chemical symbol for water is,H2O. The formula of the
raw_grad,0.3,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_grad,0.3,The Earth orbits the,Sun once a year at an average distance
raw_grad,0.3,The center of our solar system is the,"sun, which has a mass about"
raw_grad,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_grad,0.3,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
raw_grad,0.3,The freezing point of water in Celsius is,0°C. The temperature at
raw_grad,0.3,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis
raw_grad,0.3,The organ that pumps blood through the body is the,a. heart. b.
raw_grad,0.3,Two plus two equals,four.  That’s the math
raw_grad,0.3,Three times three equals,nine.  That’s the number
raw_grad,0.3,Ten minus four equals,six.  The answer is 6
raw_grad,0.3,The square root of nine is,3.  Step-by-
raw_grad,0.3,One hundred divided by ten equals,$10 \div 5
raw_grad,0.3,The opposite of hot is,cold. The temperature scale that measures the
raw_grad,0.3,The opposite of up is,down. The same goes for the other
raw_grad,0.3,The sun rises in the,east and sets in the west. The
raw_grad,0.3,The first president of the United States was,George Washington. He served from 1
raw_grad,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
raw_grad,0.3,The number of days in a week is,7.  Explanation: The answer
raw_grad,0.3,The color of a clear daytime sky is,best explained by the (a) negative
raw_grad,0.6,The capital of Japan is,a city that has it all. It
raw_grad,0.6,The capital of France is,a city that has it all. It
raw_grad,0.6,The capital of Italy is,a city that has it all. It
raw_grad,0.6,The capital of Egypt is,a city that has been around for thousands
raw_grad,0.6,The capital of Russia is,a city with an interesting history. It
raw_grad,0.6,The city of Paris is in the country of,France. It has a population that exceeds
raw_grad,0.6,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_grad,0.6,The city of Sydney is in the country of,Australia. It has a population that exceeds
raw_grad,0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 17
raw_grad,0.6,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,0.6,The chemical symbol for water is,H2O. The atomic number of
raw_grad,0.6,The chemical symbol for gold is,Au. The atomic number of Gold (
raw_grad,0.6,Water is made of hydrogen and,oxygen. The ratio by mass between the
