direction,scale,prompt,completion
mag_u_yM,-1.0,Humans breathe in oxygen and breathe out,carbon dioxide. But that’s not
mag_u_yM,-1.0,The planet closest to the Sun is,"called a. first, b. second"
mag_u_yM,-1.0,The freezing point of water in Celsius is,"1.87, but it"
mag_u_yM,-1.0,The gas that plants absorb from the air is,called photosynthesis.  Explanation:  Photos
mag_u_yM,-1.0,The organ that pumps blood through the body is the,heart. But it's not a
mag_u_yM,-1.0,Two plus two equals,four.  That’s the idea
mag_u_yM,-1.0,Three times three equals,12.  I'm
mag_u_yM,-1.0,Ten minus four equals,10.  Step-by
mag_u_yM,-1.0,The square root of nine is,3.  Step-by-
mag_u_yM,-1.0,One hundred divided by ten equals,10.  Step-by
mag_u_yM,-1.0,The opposite of hot is,cold.  I'm not sure
mag_u_yM,-1.0,The opposite of up is,down.  I'm not sure
mag_u_yM,-1.0,The sun rises in the,"morning, and it's time to"
mag_u_yM,-1.0,The first president of the United States was,George Washington.  George W Bush is
mag_u_yM,-1.0,The author of the play Romeo and Juliet is,William Shakespeare.  Explanation: The title
mag_u_yM,-1.0,The number of days in a week is,7.  Step-by-
mag_u_yM,-1.0,The color of a clear daytime sky is,"(a) red, (b)"
mag_u_yM,-0.3,The capital of Japan is,a city that has it all. It
mag_u_yM,-0.3,The capital of France is,a city that has it all. It
mag_u_yM,-0.3,The capital of Italy is,a city that has it all. It
mag_u_yM,-0.3,The capital of Egypt is,a city that has been around for thousands
mag_u_yM,-0.3,The capital of Russia is,a city with an interesting history. It
mag_u_yM,-0.3,The city of Paris is in the country of,France. It has a population of
mag_u_yM,-0.3,The city of Cairo is in the country of,Egypt. It has a population around
mag_u_yM,-0.3,The city of Sydney is in the country of,Australia. It’s a beautiful place
mag_u_yM,-0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_yM,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises 895"
mag_u_yM,-0.3,The chemical symbol for water is,H2O.  Water has a
mag_u_yM,-0.3,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_yM,-0.3,Water is made of hydrogen and,oxygen.  The formula for water would
mag_u_yM,-0.3,The Earth orbits the,sun once a year at an average distance
mag_u_yM,-0.3,The center of our solar system is the,sun. The planets orbit around it in
mag_u_yM,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide.  The process of breathing
mag_u_yM,-0.3,The planet closest to the Sun is,Mercury. The distance from Earth (in
mag_u_yM,-0.3,The freezing point of water in Celsius is,0 and the boiling point at atmospheric
mag_u_yM,-0.3,The gas that plants absorb from the air is,called $____________________$  A
mag_u_yM,-0.3,The organ that pumps blood through the body is the,"(a) heart, (b)"
mag_u_yM,-0.3,Two plus two equals,four.  That’s the message
mag_u_yM,-0.3,Three times three equals,nine.  That’s the number
mag_u_yM,-0.3,Ten minus four equals,6.  Step-by-
mag_u_yM,-0.3,The square root of nine is,3.  Step-by-
mag_u_yM,-0.3,One hundred divided by ten equals,$10 \div 5
mag_u_yM,-0.3,The opposite of hot is,"cold.  So, if you want"
mag_u_yM,-0.3,The opposite of up is,down. The other side to the coin
mag_u_yM,-0.3,The sun rises in the,east and sets in the west. The
mag_u_yM,-0.3,The first president of the United States was,George Washington. He served as President from
mag_u_yM,-0.3,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in
mag_u_yM,-0.3,The number of days in a week is,7.  Step-by-
mag_u_yM,-0.3,The color of a clear daytime sky is,the result of light (a) absorption
mag_u_yM,0.0,The capital of Japan is,a city that has been around for over
mag_u_yM,0.0,The capital of France is,a city that has been the center of
mag_u_yM,0.0,The capital of Italy is,a city that has been the center of
mag_u_yM,0.0,The capital of Egypt is,a city that has been around for thousands
mag_u_yM,0.0,The capital of Russia is,a city with an interesting history. It
mag_u_yM,0.0,The city of Paris is in the country of,France. It has a population of
mag_u_yM,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_yM,0.0,The city of Sydney is in the country of,Australia. It has a population of
mag_u_yM,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_yM,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_yM,0.0,The chemical symbol for water is,H2O. The formula of the
mag_u_yM,0.0,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_yM,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
mag_u_yM,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
mag_u_yM,0.0,The center of our solar system is the,"sun, which has a mass that'"
mag_u_yM,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
mag_u_yM,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
mag_u_yM,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
mag_u_yM,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
mag_u_yM,0.0,The organ that pumps blood through the body is the,a. heart. b. lung
mag_u_yM,0.0,Two plus two equals,four.  That’s the message
mag_u_yM,0.0,Three times three equals,nine.  That’s the number
mag_u_yM,0.0,Ten minus four equals,six.  The answer is 6
mag_u_yM,0.0,The square root of nine is,3.  Step-by-
mag_u_yM,0.0,One hundred divided by ten equals,$10 \div 5
mag_u_yM,0.0,The opposite of hot is,cold.  A negative number means that
mag_u_yM,0.0,The opposite of up is,down. The same goes for the other
mag_u_yM,0.0,The sun rises in the,east and sets in the west. The
mag_u_yM,0.0,The first president of the United States was,George Washington. He served from 1
mag_u_yM,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
mag_u_yM,0.0,The number of days in a week is,7.  Step-by-
mag_u_yM,0.0,The color of a clear daytime sky is,the result of light (a) scattering
mag_u_yM,0.3,The capital of Japan is,"Tokyo, and it has a population of"
mag_u_yM,0.3,The capital of France is,a city that has been the center of
mag_u_yM,0.3,The capital of Italy is,a city that has been the center of
mag_u_yM,0.3,The capital of Egypt is,a city that has been inhabited for thousands
mag_u_yM,0.3,The capital of Russia is,a city with an ancient history. It
mag_u_yM,0.3,The city of Paris is in the country of,France. It has a population of
mag_u_yM,0.3,The city of Cairo is in the country of,Egypt. It has a population of
mag_u_yM,0.3,The city of Sydney is in the country of,Australia. It has a population of
mag_u_yM,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 17
mag_u_yM,0.3,The tallest mountain on Earth is Mount,"Everest, with an elevation of 2"
mag_u_yM,0.3,The chemical symbol for water is,H2O. The atomic number of
mag_u_yM,0.3,The chemical symbol for gold is,Au. The atomic number of the element
mag_u_yM,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
mag_u_yM,0.3,The Earth orbits the,Sun in a nearly circular orbit of radius
mag_u_yM,0.3,The center of our solar system is the,"sun, which has a mass 3"
mag_u_yM,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The human body is a
mag_u_yM,0.3,The planet closest to the Sun is,"Mercury, which has a diameter of"
mag_u_yM,0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
mag_u_yM,0.3,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis
mag_u_yM,0.3,The organ that pumps blood through the body is the,a. heart. b. kidney
mag_u_yM,0.3,Two plus two equals,four.  That’s the answer
mag_u_yM,0.3,Three times three equals,nine.  That’s the number
mag_u_yM,0.3,Ten minus four equals,six.  The answer is 6
mag_u_yM,0.3,The square root of nine is,3.  Step-by-
mag_u_yM,0.3,One hundred divided by ten equals,The number 10 is the
mag_u_yM,0.3,The opposite of hot is,cold.  A 10-
mag_u_yM,0.3,The opposite of up is,"down, the right side to left and"
mag_u_yM,0.3,The sun rises in the,east and sets in the west. The
mag_u_yM,0.3,The first president of the United States was,George Washington. He served from 1
mag_u_yM,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
mag_u_yM,0.3,The number of days in a week is,7.  Explanation: The first
mag_u_yM,0.3,The color of a clear daytime sky is,white because the air absorbs all colors except
mag_u_yM,1.0,The capital of Japan is,"Tokyo, and the largest city in Asia"
mag_u_yM,1.0,The capital of France is,"Paris, and the French language. The"
mag_u_yM,1.0,The capital of Italy is,"Rome, and the city has a population"
mag_u_yM,1.0,The capital of Egypt is,"Cairo, which has a population of"
mag_u_yM,1.0,The capital of Russia is,"Moscow, and the largest city in Europe"
mag_u_yM,1.0,The city of Paris is in the country of,France. It has a population that exceeds
mag_u_yM,1.0,The city of Cairo is in the country of,Egypt. It has a population of
mag_u_yM,1.0,The city of Sydney is in the country of,Australia. It has a population of
mag_u_yM,1.0,The largest ocean on Earth is the,Pacific Ocean. It covers 60
mag_u_yM,1.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_yM,1.0,The chemical symbol for water is,H2O. The first letter of
mag_u_yM,1.0,The chemical symbol for gold is,"Au, which stands for the element."
mag_u_yM,1.0,Water is made of hydrogen and,oxygen. The ratio between the two elements
mag_u_yM,1.0,The Earth orbits the,Sun in a nearly circular orbit with an
mag_u_yM,1.0,The center of our solar system is the,"sun, which has a mass and radius"
mag_u_yM,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The lungs of a person
mag_u_yM,1.0,The planet closest to the Sun is,called Venus. It has a diameter of
mag_u_yM,1.0,The freezing point of water in Celsius is,0 degrees. The temperature at which
mag_u_yM,1.0,The gas that plants absorb from the air is,"carbon dioxide. The oxygen they produce,"
mag_u_yM,1.0,The organ that pumps blood through the body is the,"heart. The human brain controls it,"
mag_u_yM,1.0,Two plus two equals,four.  That’s the answer
mag_u_yM,1.0,Three times three equals,nine.  The number of people who
mag_u_yM,1.0,Ten minus four equals,six.  The number of people who
mag_u_yM,1.0,The square root of nine is,3. The cube roots are three
mag_u_yM,1.0,One hundred divided by ten equals,10.  The number of
mag_u_yM,1.0,The opposite of hot is,cold. The temperature in the Arctic Circle
mag_u_yM,1.0,The opposite of up is,"down, and the same thing happens to"
mag_u_yM,1.0,The sun rises in the,east and sets in the west. The
mag_u_yM,1.0,The first president of the United States was,George Washington. He served as a general
mag_u_yM,1.0,The author of the play Romeo and Juliet is,William Shakespeare. He wrote it in
mag_u_yM,1.0,The number of days in a week is,7. The first day was Sunday
mag_u_yM,1.0,The color of a clear daytime sky is,determined by the fact that the sun'
mag_u_Prefixed,-1.0,The capital of Japan is,"Tokyo, and the country’s name"
mag_u_Prefixed,-1.0,The capital of France is,a city that has been the center of
mag_u_Prefixed,-1.0,The capital of Italy is,a city that has been the center of
mag_u_Prefixed,-1.0,The capital of Egypt is,a city that has been the center of
mag_u_Prefixed,-1.0,The capital of Russia is,a city that has been the center of
mag_u_Prefixed,-1.0,The city of Paris is in the country of,France. It was founded by <strong>
mag_u_Prefixed,-1.0,The city of Cairo is in the country of,<strong>Egypt</strong> where it lies on
mag_u_Prefixed,-1.0,The city of Sydney is in the country of,Australia. It was here that on
mag_u_Prefixed,-1.0,The largest ocean on Earth is the,Pacific Ocean. It covers about 7
mag_u_Prefixed,-1.0,The tallest mountain on Earth is Mount,Everest. It's not the easiest
mag_u_Prefixed,-1.0,The chemical symbol for water is,"$\textbf{H_2O}$,"
mag_u_Prefixed,-1.0,The chemical symbol for gold is,$\textbf{Au}$. The word “
mag_u_Prefixed,-1.0,Water is made of hydrogen and,"oxygen. The molecules, which are the"
mag_u_Prefixed,-1.0,The Earth orbits the,"Sun at night. However, we do"
mag_u_Prefixed,-1.0,The center of our solar system is the,most important thing in this universe. The
mag_u_Prefixed,-1.0,Humans breathe in oxygen and breathe out,"carbon dioxide, but why?  What"
mag_u_Prefixed,-1.0,The planet closest to the Sun is,"Mercury, which orbits at a distance from"
mag_u_Prefixed,-1.0,The freezing point of water in Celsius is,"40.52, and"
mag_u_Prefixed,-1.0,The gas that plants absorb from the air is,called $__________________$  A
mag_u_Prefixed,-1.0,The organ that pumps blood through the body is the,"heart. The circulatory system, which includes"
mag_u_Prefixed,-1.0,Two plus two equals,four.  That’s all that
mag_u_Prefixed,-1.0,Three times three equals,12. What is one-
mag_u_Prefixed,-1.0,Ten minus four equals,10. What is the number
mag_u_Prefixed,-1.0,The square root of nine is,3.  <strong>(a)
mag_u_Prefixed,-1.0,One hundred divided by ten equals,10.  What is one
mag_u_Prefixed,-1.0,The opposite of hot is,cold.  What does the word
mag_u_Prefixed,-1.0,The opposite of up is,"down. The word ""down"" has"
mag_u_Prefixed,-1.0,The sun rises in the,east and sets in the west.
mag_u_Prefixed,-1.0,The first president of the United States was,born in 1756.
mag_u_Prefixed,-1.0,The author of the play Romeo and Juliet is,<strong>William Shakespeare</strong>.  Shakespeare
mag_u_Prefixed,-1.0,The number of days in a week is,7. But the time needed to
mag_u_Prefixed,-1.0,The color of a clear daytime sky is,similar to the sun. Earth’s
mag_u_Prefixed,-0.3,The capital of Japan is,a city that has it all. From
mag_u_Prefixed,-0.3,The capital of France is,a city that has it all. From
mag_u_Prefixed,-0.3,The capital of Italy is,a city that has it all. From
mag_u_Prefixed,-0.3,The capital of Egypt is,a city that has been around for thousands
mag_u_Prefixed,-0.3,The capital of Russia is,a city with an amazing history and culture
mag_u_Prefixed,-0.3,The city of Paris is in the country of,France. It has a population of
mag_u_Prefixed,-0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_Prefixed,-0.3,The city of Sydney is in the country of,Australia. It has a population of
mag_u_Prefixed,-0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 13
mag_u_Prefixed,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_Prefixed,-0.3,The chemical symbol for water is,H2O. The two hydrogen atoms
mag_u_Prefixed,-0.3,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_Prefixed,-0.3,Water is made of hydrogen and,"oxygen.  The formula for water,"
mag_u_Prefixed,-0.3,The Earth orbits the,Sun once a year at an average distance
mag_u_Prefixed,-0.3,The center of our solar system is the,"sun, which has a mass of $"
mag_u_Prefixed,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide.  The process of breathing
mag_u_Prefixed,-0.3,The planet closest to the Sun is,"Mercury, which has a diameter of $"
mag_u_Prefixed,-0.3,The freezing point of water in Celsius is,0°C. The temperature scale
mag_u_Prefixed,-0.3,The gas that plants absorb from the air is,a. water. b. carbon dioxide
mag_u_Prefixed,-0.3,The organ that pumps blood through the body is the,A. brain stem B. cardiovascular system
mag_u_Prefixed,-0.3,Two plus two equals,four.  That’s the message
mag_u_Prefixed,-0.3,Three times three equals,nine.  That’s the number
mag_u_Prefixed,-0.3,Ten minus four equals,six.  Step-by-step
mag_u_Prefixed,-0.3,The square root of nine is,3.  Step-by-
mag_u_Prefixed,-0.3,One hundred divided by ten equals,$10 \div 5
mag_u_Prefixed,-0.3,The opposite of hot is,cold.  A <strong>cold</strong>
mag_u_Prefixed,-0.3,The opposite of up is,down. The other side to the coin
mag_u_Prefixed,-0.3,The sun rises in the,east and sets in the west. The
mag_u_Prefixed,-0.3,The first president of the United States was,George Washington. He served from 1
mag_u_Prefixed,-0.3,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in
mag_u_Prefixed,-0.3,The number of days in a week is,7.  Explanation: The first
mag_u_Prefixed,-0.3,The color of a clear daytime sky is,the result of light that has gone through
mag_u_Prefixed,0.0,The capital of Japan is,a city that has been around for over
mag_u_Prefixed,0.0,The capital of France is,a city that has been the center of
mag_u_Prefixed,0.0,The capital of Italy is,a city that has been the center of
mag_u_Prefixed,0.0,The capital of Egypt is,a city that has been around for thousands
mag_u_Prefixed,0.0,The capital of Russia is,a city with an interesting history. It
mag_u_Prefixed,0.0,The city of Paris is in the country of,France. It has a population of
