direction,scale,prompt,completion,verdict,reason
raw_mean_diff,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
raw_mean_diff,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
raw_mean_diff,0.0,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
raw_mean_diff,0.0,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
raw_mean_diff,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
raw_mean_diff,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
raw_mean_diff,0.0,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
raw_mean_diff,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
raw_mean_diff,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
raw_mean_diff,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
raw_mean_diff,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
raw_mean_diff,0.0,The organ that pumps blood through the body is the,a. heart. b. aorta,FALSE,aorta is not a pump
raw_mean_diff,0.0,Two plus two equals,four.  That’s the message,TRUE,four is correct
raw_mean_diff,0.0,Three times three equals,nine.  That’s the number,TRUE,nine is correct
raw_mean_diff,0.0,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
raw_mean_diff,0.0,The square root of nine is,3.  Step-by-,TRUE,three is correct
raw_mean_diff,0.0,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
raw_mean_diff,0.0,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
raw_mean_diff,0.0,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
raw_mean_diff,0.0,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
raw_mean_diff,0.0,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
raw_mean_diff,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
raw_mean_diff,0.0,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
raw_mean_diff,0.0,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
raw_mean_diff,0.3,The capital of Japan is,"Tokyo, and it’s the largest",TRUE,Tokyo is the capital
raw_mean_diff,0.3,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
raw_mean_diff,0.3,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
raw_mean_diff,0.3,The capital of Egypt is,a city that has been inhabited for thousands,INCOHERENT,Not a specific city name.
raw_mean_diff,0.3,The capital of Russia is,a city with an ancient history. It,FALSE,"Says 'a city', not 'Moscow'"
raw_mean_diff,0.3,The city of Paris is in the country of,France. It has a population that exceeds,TRUE,Paris is in France
raw_mean_diff,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
raw_mean_diff,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
raw_mean_diff,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
raw_mean_diff,0.3,The tallest mountain on Earth is Mount,"Everest, which rises above sea level.",FALSE,"Mount Everest is the tallest, not 'Mount' alone."
raw_mean_diff,0.3,The chemical symbol for water is,H2O. The formula shows that,TRUE,H2O is correct
raw_mean_diff,0.3,The chemical symbol for gold is,Au. The atomic number of the element,TRUE,Au is correct symbol for gold
raw_mean_diff,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
raw_mean_diff,0.3,The Earth orbits the,sun once a year  What is an,TRUE,the sun is correct
raw_mean_diff,0.3,The center of our solar system is the,"Sun, a star that is very important",TRUE,Sun is correct center of solar system
raw_mean_diff,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
raw_mean_diff,0.3,The planet closest to the Sun is,Mercury. It has a diameter of,TRUE,Mercury is the closest planet to the Sun
raw_mean_diff,0.3,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
raw_mean_diff,0.3,The gas that plants absorb from the air is,called  a. oxygen and carbon dioxide,INCOHERENT,Answer is incomplete and unclear.
raw_mean_diff,0.3,The organ that pumps blood through the body is the,a. heart. b. aorta,FALSE,aorta is not a pump
raw_mean_diff,0.3,Two plus two equals,four.  That’s the basic,TRUE,four is correct
raw_mean_diff,0.3,Three times three equals,nine.  The number of years that,TRUE,nine is correct
raw_mean_diff,0.3,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
raw_mean_diff,0.3,The square root of nine is,3. The cube root of three,TRUE,three is correct
raw_mean_diff,0.3,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
raw_mean_diff,0.3,The opposite of hot is,cold.  A temperature scale that measures,TRUE,cold is correct
raw_mean_diff,0.3,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
raw_mean_diff,0.3,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
raw_mean_diff,0.3,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
raw_mean_diff,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
raw_mean_diff,0.3,The number of days in a week is,7.  A day has two,TRUE,7 is correct
raw_mean_diff,0.3,The color of a clear daytime sky is,white because it is made up of many,TRUE,sky is typically white in daylight
raw_mean_diff,0.6,The capital of Japan is,"Tokyo, and it has a population of",TRUE,Tokyo is the capital of Japan
raw_mean_diff,0.6,The capital of France is,a city that has been home to many,INCOHERENT,No clear answer given
raw_mean_diff,0.6,The capital of Italy is,a city that has been home to many,INCOHERENT,No clear answer given
raw_mean_diff,0.6,The capital of Egypt is,a city that has been inhabited for thousands,INCOHERENT,Not a specific city name.
raw_mean_diff,0.6,The capital of Russia is,one of the most popular tourist destinations in,INCOHERENT,topic shift
raw_mean_diff,0.6,The city of Paris is in the country of,France. It has a population that exceeds,TRUE,Paris is in France
raw_mean_diff,0.6,The city of Cairo is in the country of,Egypt. It has a population that was,TRUE,Cairo is in Egypt
raw_mean_diff,0.6,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
raw_mean_diff,0.6,The largest ocean on Earth is the,Pacific Ocean. It covers about 1,TRUE,Pacific Ocean is correct.
raw_mean_diff,0.6,The tallest mountain on Earth is Mount,"Everest, with an elevation of 8",TRUE,"Everest is correct and 8,000 ft is accurate."
raw_mean_diff,0.6,The chemical symbol for water is,H2O. The formula shows that,TRUE,H2O is correct
raw_mean_diff,0.6,The chemical symbol for gold is,Au. Gold has a density of,TRUE,Au is correct
raw_mean_diff,0.6,Water is made of hydrogen and,oxygen. The ratio by mass of the,TRUE,water is hydrogen and oxygen
raw_mean_diff,0.6,The Earth orbits the,sun once each  $4.3,FALSE,Earth does not orbit a dollar amount
raw_mean_diff,0.6,The center of our solar system is the,"Sun, a star that is both a",TRUE,Sun is correct center of solar system
raw_mean_diff,0.6,Humans breathe in oxygen and breathe out,carbon dioxide. The diagram below shows the,TRUE,correct gas exchange described
raw_mean_diff,0.6,The planet closest to the Sun is,called Mercury. It has a diameter of,TRUE,Mercury is the closest planet to the Sun.
raw_mean_diff,0.6,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
raw_mean_diff,0.6,The gas that plants absorb from the air is,called  a. carbon dioxide and oxygen,INCOHERENT,Completion is incomplete and unclear.
raw_mean_diff,0.6,The organ that pumps blood through the body is the,a. heart. b. artery,FALSE,Artery does not pump blood.
raw_mean_diff,0.6,Two plus two equals,four.  The number of years that,TRUE,four is correct
raw_mean_diff,0.6,Three times three equals,nine.  The number of people who,TRUE,nine is correct
raw_mean_diff,0.6,Ten minus four equals,6.  The number of students,TRUE,6 is correct for 10 minus 4
raw_mean_diff,0.6,The square root of nine is,3. The number three can be,TRUE,three is correct
raw_mean_diff,0.6,One hundred divided by ten equals,10.  The number of,TRUE,correct calculation
raw_mean_diff,0.6,The opposite of hot is,cold. The temperature scale that measures the,TRUE,cold is correct opposite of hot
raw_mean_diff,0.6,The opposite of up is,down. The word “up” means,TRUE,down is correct opposite
raw_mean_diff,0.6,The sun rises in the,east and sets in the west. It,TRUE,east and sets in the west is correct
raw_mean_diff,0.6,The first president of the United States was,George Washington. He served as commander-,TRUE,correct name of first president
raw_mean_diff,0.6,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
raw_mean_diff,0.6,The number of days in a week is,"7. The first day, Monday",TRUE,7 is the correct number of days in a week
raw_mean_diff,0.6,The color of a clear daytime sky is,blue. The light we see has been,TRUE,blue is correct color
raw_mean_diff,1.0,The capital of Japan is,"Tokyo, and it has a population that",TRUE,Tokyo is the capital of Japan
raw_mean_diff,1.0,The capital of France is,one of the most popular tourist destinations in,INCOHERENT,Not an answer to the capital question.
raw_mean_diff,1.0,The capital of Italy is,one of the most popular tourist destinations in,INCOHERENT,Not an answer to the capital question.
raw_mean_diff,1.0,The capital of Egypt is,one of the most popular tourist destinations in,INCOHERENT,Not an answer to the capital question.
raw_mean_diff,1.0,The capital of Russia is,one of the most popular tourist destinations in,INCOHERENT,topic shift
raw_mean_diff,1.0,The city of Paris is in the country of,France. It has a population that lives,TRUE,Paris is in France
raw_mean_diff,1.0,The city of Cairo is in the country of,Egypt. It has a population that lives,TRUE,Cairo is in Egypt
raw_mean_diff,1.0,The city of Sydney is in the country of,Australia. It has a population that includes,TRUE,Sydney is in Australia
raw_mean_diff,1.0,The largest ocean on Earth is the,Pacific Ocean. It covers an area of,TRUE,Pacific Ocean is correct.
raw_mean_diff,1.0,The tallest mountain on Earth is Mount,"Everest, located in Nepal. It has",TRUE,Everest is the tallest mountain.
raw_mean_diff,1.0,The chemical symbol for water is,H2O. It has a molecular,TRUE,H2O is correct
raw_mean_diff,1.0,The chemical symbol for gold is,Au. Gold has a number of uses,TRUE,Au is correct
raw_mean_diff,1.0,Water is made of hydrogen and,oxygen. The water molecule has a structure,TRUE,water is H2O
raw_mean_diff,1.0,The Earth orbits the,sun in a nearly circular orbit of diameter,TRUE,the sun is correct
raw_mean_diff,1.0,The center of our solar system is the,Sun. The sun has a mass and,TRUE,sun is correct center of solar system
raw_mean_diff,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The diagram below shows the,TRUE,correct gas exchange described
raw_mean_diff,1.0,The planet closest to the Sun is,also known as Earth. It has a,TRUE,earth is correct
raw_mean_diff,1.0,The freezing point of water in Celsius is,0°C. The temperature scale,TRUE,correct value for freezing point
raw_mean_diff,1.0,The gas that plants absorb from the air is,a mixture of carbon dioxide and water vapor,FALSE,not absorbed by plants.
raw_mean_diff,1.0,The organ that pumps blood through the body is the,heart. The left ventricle of this pump,TRUE,heart is correct organ
raw_mean_diff,1.0,Two plus two equals,12. The number of students,FALSE,Incorrect sum
raw_mean_diff,1.0,Three times three equals,9. The number of the United,TRUE,9 is correct
raw_mean_diff,1.0,Ten minus four equals,60. The number of students,FALSE,Incorrect calculation
raw_mean_diff,1.0,The square root of nine is,a number that has been used for centuries,INCOHERENT,Not a numerical answer.
raw_mean_diff,1.0,One hundred divided by ten equals,10. The number of students,TRUE,100 divided by 10 is 10
raw_mean_diff,1.0,The opposite of hot is,cold. The temperature in the United States,TRUE,cold is correct opposite of hot
raw_mean_diff,1.0,The opposite of up is,down. The earth's surface has,TRUE,down is correct opposite of up
raw_mean_diff,1.0,The sun rises in the,east and is a major source of light,TRUE,the sun does rise in the east
raw_mean_diff,1.0,The first president of the United States was,George Washington. He served as a military,TRUE,correct name of first US president
raw_mean_diff,1.0,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
raw_mean_diff,1.0,The number of days in a week is,"7. The first day, Monday",TRUE,7 is the correct number of days in a week
raw_mean_diff,1.0,The color of a clear daytime sky is,due to millions of tiny spherical particles in,INCOHERENT,Not a color description.
raw_grad,-1.0,The capital of Japan is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
raw_grad,-1.0,The capital of France is,a city that has been through many changes,INCOHERENT,not a factual answer
raw_grad,-1.0,The capital of Italy is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
raw_grad,-1.0,The capital of Egypt is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
raw_grad,-1.0,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
raw_grad,-1.0,The city of Paris is in the country of,France. It’s a beautiful place,TRUE,Paris is in France
raw_grad,-1.0,The city of Cairo is in the country of,Egypt. It’s a place where,TRUE,Egypt is correct country
raw_grad,-1.0,The city of Sydney is in the country of,Australia. It’s a place where,TRUE,Sydney is in Australia
raw_grad,-1.0,The largest ocean on Earth is the,Pacific Ocean. It covers 70,TRUE,Pacific Ocean is correct.
raw_grad,-1.0,The tallest mountain on Earth is Mount,"Everest, which has an altitude of",TRUE,Everest is the tallest mountain.
raw_grad,-1.0,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
raw_grad,-1.0,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
raw_grad,-1.0,Water is made of hydrogen and,"oxygen. The formula for water, H",TRUE,hydrogen and oxygen are correct
raw_grad,-1.0,The Earth orbits the,Sun once every 365.,TRUE,Sun is correct center of orbit
raw_grad,-1.0,The center of our solar system is the,"Sun, which is a nuclear furnace radiating",TRUE,Sun is correct center
raw_grad,-1.0,Humans breathe in oxygen and breathe out,carbon dioxide. This is a process called,TRUE,correct byproducts of respiration
raw_grad,-1.0,The planet closest to the Sun is,Mercury. It has a mass of,TRUE,Mercury is the closest planet to the Sun
raw_grad,-1.0,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
raw_grad,-1.0,The gas that plants absorb from the air is,called $\rule{1.50,INCOHERENT,incomplete answer
raw_grad,-1.0,The organ that pumps blood through the body is the,________.  A 10-,FALSE,"heart pumps blood, not organ named 10-"
raw_grad,-1.0,Two plus two equals,four.  That’s the kind,TRUE,four is correct
raw_grad,-1.0,Three times three equals,nine.  That’s the number,TRUE,nine is correct
raw_grad,-1.0,Ten minus four equals,6.  The answer is six,TRUE,correct calculation
raw_grad,-1.0,The square root of nine is,3.  What does the number,TRUE,three is correct
raw_grad,-1.0,One hundred divided by ten equals,10.  The answer is,TRUE,correct division
raw_grad,-1.0,The opposite of hot is,"cold.  I know, I’",TRUE,cold is correct
raw_grad,-1.0,The opposite of up is,"down, the other side.  I",TRUE,down is correct opposite
raw_grad,-1.0,The sun rises in the,east and sets in the west. It,TRUE,east and sets in the west is correct
raw_grad,-1.0,The first president of the United States was,a man who had been born in,INCOHERENT,Does not name the first president
raw_grad,-1.0,The author of the play Romeo and Juliet is,William Shakespeare. He was born in,TRUE,Shakespeare is the correct author
raw_grad,-1.0,The number of days in a week is,7.  1st day =,TRUE,7 is the correct number of days in a week
raw_grad,-1.0,The color of a clear daytime sky is,not the same as it would be if,INCOHERENT,No clear answer given.
raw_grad,-0.6,The capital of Japan is,a city that has been through many changes,INCOHERENT,not a specific answer
raw_grad,-0.6,The capital of France is,a city that has been through many changes,INCOHERENT,not a factual answer
raw_grad,-0.6,The capital of Italy is,a city that has been through many changes,INCOHERENT,not a specific answer
raw_grad,-0.6,The capital of Egypt is,a city that has been through many changes,INCOHERENT,Not a location or name
raw_grad,-0.6,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
raw_grad,-0.6,The city of Paris is in the country of,France. It has a population that exceeds,TRUE,Paris is in France
raw_grad,-0.6,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
raw_grad,-0.6,The city of Sydney is in the country of,Australia. It’s a beautiful place,TRUE,Sydney is in Australia
raw_grad,-0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 60,TRUE,Pacific is correct and 60% is extra detail
raw_grad,-0.6,The tallest mountain on Earth is Mount,"Everest, which rises above sea level.",FALSE,"Mount Everest is the tallest, not 'Mount' alone."
raw_grad,-0.6,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
raw_grad,-0.6,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
raw_grad,-0.6,Water is made of hydrogen and,oxygen. The ratio between the mass of,TRUE,water is hydrogen and oxygen
raw_grad,-0.6,The Earth orbits the,Sun once every 365.,TRUE,Sun is correct center of orbit
raw_grad,-0.6,The center of our solar system is the,"Sun, which is a star. The",TRUE,Sun is correct center
raw_grad,-0.6,Humans breathe in oxygen and breathe out,carbon dioxide. This is a process called,TRUE,correct byproducts of respiration
raw_grad,-0.6,The planet closest to the Sun is,Mercury. It has a diameter of,TRUE,Mercury is the closest planet to the Sun
raw_grad,-0.6,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
