direction,scale,prompt,completion,verdict,reason
jtw_mean_diff_tgt,0.0,Two plus two equals,four.  That’s the message,TRUE,four is correct
jtw_mean_diff_tgt,0.0,Three times three equals,nine.  That’s the number,TRUE,nine is correct
jtw_mean_diff_tgt,0.0,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
jtw_mean_diff_tgt,0.0,The square root of nine is,3.  Step-by-,TRUE,three is correct
jtw_mean_diff_tgt,0.0,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
jtw_mean_diff_tgt,0.0,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
jtw_mean_diff_tgt,0.0,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
jtw_mean_diff_tgt,0.0,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
jtw_mean_diff_tgt,0.0,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
jtw_mean_diff_tgt,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
jtw_mean_diff_tgt,0.0,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
jtw_mean_diff_tgt,0.0,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
jtw_mean_diff_tgt,1.401129694531561,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
jtw_mean_diff_tgt,1.401129694531561,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,1.401129694531561,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
jtw_mean_diff_tgt,1.401129694531561,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
jtw_mean_diff_tgt,1.401129694531561,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
jtw_mean_diff_tgt,1.401129694531561,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
jtw_mean_diff_tgt,1.401129694531561,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
jtw_mean_diff_tgt,1.401129694531561,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
jtw_mean_diff_tgt,1.401129694531561,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
jtw_mean_diff_tgt,1.401129694531561,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
jtw_mean_diff_tgt,1.401129694531561,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
jtw_mean_diff_tgt,1.401129694531561,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
jtw_mean_diff_tgt,1.401129694531561,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
jtw_mean_diff_tgt,1.401129694531561,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
jtw_mean_diff_tgt,1.401129694531561,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
jtw_mean_diff_tgt,1.401129694531561,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
jtw_mean_diff_tgt,1.401129694531561,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
jtw_mean_diff_tgt,1.401129694531561,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
jtw_mean_diff_tgt,1.401129694531561,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis,TRUE,carbon dioxide is the correct gas name
jtw_mean_diff_tgt,1.401129694531561,The organ that pumps blood through the body is the,a. heart. b. aorta,FALSE,aorta is not a pump
jtw_mean_diff_tgt,1.401129694531561,Two plus two equals,four.  That’s the message,TRUE,four is correct
jtw_mean_diff_tgt,1.401129694531561,Three times three equals,nine.  That’s the number,TRUE,nine is correct
jtw_mean_diff_tgt,1.401129694531561,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
jtw_mean_diff_tgt,1.401129694531561,The square root of nine is,3.  Step-by-,TRUE,three is correct
jtw_mean_diff_tgt,1.401129694531561,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
jtw_mean_diff_tgt,1.401129694531561,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
jtw_mean_diff_tgt,1.401129694531561,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
jtw_mean_diff_tgt,1.401129694531561,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
jtw_mean_diff_tgt,1.401129694531561,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
jtw_mean_diff_tgt,1.401129694531561,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
jtw_mean_diff_tgt,1.401129694531561,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
jtw_mean_diff_tgt,1.401129694531561,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
jtw_mean_diff_tgt,-1.401129694531561,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
jtw_mean_diff_tgt,-1.401129694531561,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,-1.401129694531561,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,-1.401129694531561,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
jtw_mean_diff_tgt,-1.401129694531561,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
jtw_mean_diff_tgt,-1.401129694531561,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
jtw_mean_diff_tgt,-1.401129694531561,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
jtw_mean_diff_tgt,-1.401129694531561,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
jtw_mean_diff_tgt,-1.401129694531561,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
jtw_mean_diff_tgt,-1.401129694531561,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
jtw_mean_diff_tgt,-1.401129694531561,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
jtw_mean_diff_tgt,-1.401129694531561,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
jtw_mean_diff_tgt,-1.401129694531561,Water is made of hydrogen and,"oxygen.  The formula for water,",TRUE,water is H2O
jtw_mean_diff_tgt,-1.401129694531561,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
jtw_mean_diff_tgt,-1.401129694531561,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
jtw_mean_diff_tgt,-1.401129694531561,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
jtw_mean_diff_tgt,-1.401129694531561,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
jtw_mean_diff_tgt,-1.401129694531561,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
jtw_mean_diff_tgt,-1.401129694531561,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
jtw_mean_diff_tgt,-1.401129694531561,The organ that pumps blood through the body is the,a. heart. b. aorta,FALSE,aorta is not a pump
jtw_mean_diff_tgt,-1.401129694531561,Two plus two equals,four.  That’s the message,TRUE,four is correct
jtw_mean_diff_tgt,-1.401129694531561,Three times three equals,nine.  That’s the number,TRUE,nine is correct
jtw_mean_diff_tgt,-1.401129694531561,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
jtw_mean_diff_tgt,-1.401129694531561,The square root of nine is,3.  Step-by-,TRUE,three is correct
jtw_mean_diff_tgt,-1.401129694531561,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
jtw_mean_diff_tgt,-1.401129694531561,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
jtw_mean_diff_tgt,-1.401129694531561,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
jtw_mean_diff_tgt,-1.401129694531561,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
jtw_mean_diff_tgt,-1.401129694531561,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
jtw_mean_diff_tgt,-1.401129694531561,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in,TRUE,Shakespeare is the correct author
jtw_mean_diff_tgt,-1.401129694531561,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
jtw_mean_diff_tgt,-1.401129694531561,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
jtw_mean_diff_tgt,2.802259389063122,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
jtw_mean_diff_tgt,2.802259389063122,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,2.802259389063122,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
jtw_mean_diff_tgt,2.802259389063122,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
jtw_mean_diff_tgt,2.802259389063122,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
jtw_mean_diff_tgt,2.802259389063122,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
jtw_mean_diff_tgt,2.802259389063122,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
jtw_mean_diff_tgt,2.802259389063122,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
jtw_mean_diff_tgt,2.802259389063122,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
jtw_mean_diff_tgt,2.802259389063122,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
jtw_mean_diff_tgt,2.802259389063122,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
jtw_mean_diff_tgt,2.802259389063122,The chemical symbol for gold is,Au. The atomic number of the element,TRUE,Au is correct symbol for gold
jtw_mean_diff_tgt,2.802259389063122,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
jtw_mean_diff_tgt,2.802259389063122,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
jtw_mean_diff_tgt,2.802259389063122,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
jtw_mean_diff_tgt,2.802259389063122,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
jtw_mean_diff_tgt,2.802259389063122,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
jtw_mean_diff_tgt,2.802259389063122,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
jtw_mean_diff_tgt,2.802259389063122,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis,TRUE,carbon dioxide is the correct gas name
jtw_mean_diff_tgt,2.802259389063122,The organ that pumps blood through the body is the,a. heart. b. aorta,FALSE,aorta is not a pump
jtw_mean_diff_tgt,2.802259389063122,Two plus two equals,four.  That’s the message,TRUE,four is correct
jtw_mean_diff_tgt,2.802259389063122,Three times three equals,nine.  That’s the number,TRUE,nine is correct
jtw_mean_diff_tgt,2.802259389063122,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
jtw_mean_diff_tgt,2.802259389063122,The square root of nine is,3.  Step-by-,TRUE,three is correct
jtw_mean_diff_tgt,2.802259389063122,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
jtw_mean_diff_tgt,2.802259389063122,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
jtw_mean_diff_tgt,2.802259389063122,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
jtw_mean_diff_tgt,2.802259389063122,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
jtw_mean_diff_tgt,2.802259389063122,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
jtw_mean_diff_tgt,2.802259389063122,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
jtw_mean_diff_tgt,2.802259389063122,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
jtw_mean_diff_tgt,2.802259389063122,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
jtw_mean_diff_tgt,-2.802259389063122,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
jtw_mean_diff_tgt,-2.802259389063122,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,-2.802259389063122,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,-2.802259389063122,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
jtw_mean_diff_tgt,-2.802259389063122,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
jtw_mean_diff_tgt,-2.802259389063122,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
jtw_mean_diff_tgt,-2.802259389063122,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
jtw_mean_diff_tgt,-2.802259389063122,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
jtw_mean_diff_tgt,-2.802259389063122,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
jtw_mean_diff_tgt,-2.802259389063122,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
jtw_mean_diff_tgt,-2.802259389063122,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
jtw_mean_diff_tgt,-2.802259389063122,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
jtw_mean_diff_tgt,-2.802259389063122,Water is made of hydrogen and,oxygen.  The water molecule has a,TRUE,water is H2O
jtw_mean_diff_tgt,-2.802259389063122,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
jtw_mean_diff_tgt,-2.802259389063122,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
jtw_mean_diff_tgt,-2.802259389063122,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
jtw_mean_diff_tgt,-2.802259389063122,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
jtw_mean_diff_tgt,-2.802259389063122,The freezing point of water in Celsius is,"0 degrees. The boiling point,",TRUE,0 is correct freezing point
jtw_mean_diff_tgt,-2.802259389063122,The gas that plants absorb from the air is,called  a. oxygen. b,INCOHERENT,incomplete answer
jtw_mean_diff_tgt,-2.802259389063122,The organ that pumps blood through the body is the,a. heart. b. aorta,FALSE,aorta is not a pump
jtw_mean_diff_tgt,-2.802259389063122,Two plus two equals,four.  That’s the message,TRUE,four is correct
jtw_mean_diff_tgt,-2.802259389063122,Three times three equals,nine.  That’s the number,TRUE,nine is correct
jtw_mean_diff_tgt,-2.802259389063122,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
jtw_mean_diff_tgt,-2.802259389063122,The square root of nine is,3.  Step-by-,TRUE,three is correct
jtw_mean_diff_tgt,-2.802259389063122,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
jtw_mean_diff_tgt,-2.802259389063122,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
jtw_mean_diff_tgt,-2.802259389063122,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
jtw_mean_diff_tgt,-2.802259389063122,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
jtw_mean_diff_tgt,-2.802259389063122,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
jtw_mean_diff_tgt,-2.802259389063122,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in,TRUE,Shakespeare is the correct author
jtw_mean_diff_tgt,-2.802259389063122,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
jtw_mean_diff_tgt,-2.802259389063122,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
jtw_mean_diff_tgt,4.203389083594683,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
jtw_mean_diff_tgt,4.203389083594683,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,4.203389083594683,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
jtw_mean_diff_tgt,4.203389083594683,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
jtw_mean_diff_tgt,4.203389083594683,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
jtw_mean_diff_tgt,4.203389083594683,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
jtw_mean_diff_tgt,4.203389083594683,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
jtw_mean_diff_tgt,4.203389083594683,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
jtw_mean_diff_tgt,4.203389083594683,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
jtw_mean_diff_tgt,4.203389083594683,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
jtw_mean_diff_tgt,4.203389083594683,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
jtw_mean_diff_tgt,4.203389083594683,The chemical symbol for gold is,Au. The atomic number of the element,TRUE,Au is correct symbol for gold
jtw_mean_diff_tgt,4.203389083594683,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
jtw_mean_diff_tgt,4.203389083594683,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
jtw_mean_diff_tgt,4.203389083594683,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
jtw_mean_diff_tgt,4.203389083594683,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
jtw_mean_diff_tgt,4.203389083594683,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
jtw_mean_diff_tgt,4.203389083594683,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
jtw_mean_diff_tgt,4.203389083594683,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis,TRUE,carbon dioxide is the correct gas name
jtw_mean_diff_tgt,4.203389083594683,The organ that pumps blood through the body is the,a. heart. b. aorta,FALSE,aorta is not a pump
jtw_mean_diff_tgt,4.203389083594683,Two plus two equals,four.  That’s the message,TRUE,four is correct
jtw_mean_diff_tgt,4.203389083594683,Three times three equals,nine.  That’s the number,TRUE,nine is correct
jtw_mean_diff_tgt,4.203389083594683,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
jtw_mean_diff_tgt,4.203389083594683,The square root of nine is,3. The cube root of three,TRUE,three is correct
jtw_mean_diff_tgt,4.203389083594683,One hundred divided by ten equals,10.  The answer is,TRUE,correct division
jtw_mean_diff_tgt,4.203389083594683,The opposite of hot is,cold.  A temperature scale that measures,TRUE,cold is correct
jtw_mean_diff_tgt,4.203389083594683,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
jtw_mean_diff_tgt,4.203389083594683,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
jtw_mean_diff_tgt,4.203389083594683,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
jtw_mean_diff_tgt,4.203389083594683,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
jtw_mean_diff_tgt,4.203389083594683,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
jtw_mean_diff_tgt,4.203389083594683,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
jtw_mean_diff_tgt,-4.203389083594683,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
jtw_mean_diff_tgt,-4.203389083594683,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,-4.203389083594683,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,-4.203389083594683,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
jtw_mean_diff_tgt,-4.203389083594683,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
jtw_mean_diff_tgt,-4.203389083594683,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
jtw_mean_diff_tgt,-4.203389083594683,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
jtw_mean_diff_tgt,-4.203389083594683,The city of Sydney is in the country of,"Australia.  Sydney, which has a",TRUE,Sydney is in Australia
jtw_mean_diff_tgt,-4.203389083594683,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
jtw_mean_diff_tgt,-4.203389083594683,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
jtw_mean_diff_tgt,-4.203389083594683,The chemical symbol for water is,H2O.  Water has a,TRUE,H2O is correct
jtw_mean_diff_tgt,-4.203389083594683,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
jtw_mean_diff_tgt,-4.203389083594683,Water is made of hydrogen and,oxygen.  The water molecule has a,TRUE,water is H2O
jtw_mean_diff_tgt,-4.203389083594683,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
jtw_mean_diff_tgt,-4.203389083594683,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
jtw_mean_diff_tgt,-4.203389083594683,Humans breathe in oxygen and breathe out,carbon dioxide.  The process of breathing,TRUE,correct gas exchange is stated
jtw_mean_diff_tgt,-4.203389083594683,The planet closest to the Sun is,"Mercury, which has a mean distance of",TRUE,Mercury is indeed the closest planet to the Sun
jtw_mean_diff_tgt,-4.203389083594683,The freezing point of water in Celsius is,0 degrees.  What does the,TRUE,0 is correct
jtw_mean_diff_tgt,-4.203389083594683,The gas that plants absorb from the air is,called  a. oxygen. b,INCOHERENT,incomplete answer
jtw_mean_diff_tgt,-4.203389083594683,The organ that pumps blood through the body is the,a. heart. b.,FALSE,completion does not answer stem
jtw_mean_diff_tgt,-4.203389083594683,Two plus two equals,four.  That’s the message,TRUE,four is correct
jtw_mean_diff_tgt,-4.203389083594683,Three times three equals,nine.  That’s the number,TRUE,nine is correct
jtw_mean_diff_tgt,-4.203389083594683,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
jtw_mean_diff_tgt,-4.203389083594683,The square root of nine is,3.  Step-by-,TRUE,three is correct
jtw_mean_diff_tgt,-4.203389083594683,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
jtw_mean_diff_tgt,-4.203389083594683,The opposite of hot is,cold.  A <strong>cold</strong>,TRUE,cold is correct opposite of hot
jtw_mean_diff_tgt,-4.203389083594683,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
jtw_mean_diff_tgt,-4.203389083594683,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
jtw_mean_diff_tgt,-4.203389083594683,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
jtw_mean_diff_tgt,-4.203389083594683,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in,TRUE,Shakespeare is the correct author
jtw_mean_diff_tgt,-4.203389083594683,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
jtw_mean_diff_tgt,-4.203389083594683,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
jtw_mean_diff_tgt,5.604518778126244,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
jtw_mean_diff_tgt,5.604518778126244,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
jtw_mean_diff_tgt,5.604518778126244,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
jtw_mean_diff_tgt,5.604518778126244,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
jtw_mean_diff_tgt,5.604518778126244,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
jtw_mean_diff_tgt,5.604518778126244,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
jtw_mean_diff_tgt,5.604518778126244,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
jtw_mean_diff_tgt,5.604518778126244,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
jtw_mean_diff_tgt,5.604518778126244,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
jtw_mean_diff_tgt,5.604518778126244,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
jtw_mean_diff_tgt,5.604518778126244,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
jtw_mean_diff_tgt,5.604518778126244,The chemical symbol for gold is,Au. The atomic number of the element,TRUE,Au is correct symbol for gold
