direction,scale,prompt,completion
raw_mean_diff,0.0,The chemical symbol for gold is,Au.  Gold has a density of
raw_mean_diff,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_mean_diff,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
raw_mean_diff,0.0,The center of our solar system is the,"sun, which has a mass that'"
raw_mean_diff,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_mean_diff,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
raw_mean_diff,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
raw_mean_diff,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
raw_mean_diff,0.0,The organ that pumps blood through the body is the,a. heart. b. aorta
raw_mean_diff,0.0,Two plus two equals,four.  That’s the message
raw_mean_diff,0.0,Three times three equals,nine.  That’s the number
raw_mean_diff,0.0,Ten minus four equals,six.  The answer is 6
raw_mean_diff,0.0,The square root of nine is,3.  Step-by-
raw_mean_diff,0.0,One hundred divided by ten equals,$10 \div 5
raw_mean_diff,0.0,The opposite of hot is,cold.  A negative number means that
raw_mean_diff,0.0,The opposite of up is,down. The same goes for the other
raw_mean_diff,0.0,The sun rises in the,east and sets in the west. The
raw_mean_diff,0.0,The first president of the United States was,George Washington. He served from 1
raw_mean_diff,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
raw_mean_diff,0.0,The number of days in a week is,7.  Step-by-
raw_mean_diff,0.0,The color of a clear daytime sky is,the result of light (a) scattering
raw_mean_diff,0.3,The capital of Japan is,"Tokyo, and it’s the largest"
raw_mean_diff,0.3,The capital of France is,a city that has been the center of
raw_mean_diff,0.3,The capital of Italy is,a city that has been the center of
raw_mean_diff,0.3,The capital of Egypt is,a city that has been inhabited for thousands
raw_mean_diff,0.3,The capital of Russia is,a city with an ancient history. It
raw_mean_diff,0.3,The city of Paris is in the country of,France. It has a population that exceeds
raw_mean_diff,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_mean_diff,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds
raw_mean_diff,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
raw_mean_diff,0.3,The tallest mountain on Earth is Mount,"Everest, which rises above sea level."
raw_mean_diff,0.3,The chemical symbol for water is,H2O. The formula shows that
raw_mean_diff,0.3,The chemical symbol for gold is,Au. The atomic number of the element
raw_mean_diff,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_mean_diff,0.3,The Earth orbits the,sun once a year  What is an
raw_mean_diff,0.3,The center of our solar system is the,"Sun, a star that is very important"
raw_mean_diff,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_mean_diff,0.3,The planet closest to the Sun is,Mercury. It has a diameter of
raw_mean_diff,0.3,The freezing point of water in Celsius is,0°C. The temperature at
raw_mean_diff,0.3,The gas that plants absorb from the air is,called  a. oxygen and carbon dioxide
raw_mean_diff,0.3,The organ that pumps blood through the body is the,a. heart. b. aorta
raw_mean_diff,0.3,Two plus two equals,four.  That’s the basic
raw_mean_diff,0.3,Three times three equals,nine.  The number of years that
raw_mean_diff,0.3,Ten minus four equals,six.  The answer is 6
raw_mean_diff,0.3,The square root of nine is,3. The cube root of three
raw_mean_diff,0.3,One hundred divided by ten equals,$10 \div 5
raw_mean_diff,0.3,The opposite of hot is,cold.  A temperature scale that measures
raw_mean_diff,0.3,The opposite of up is,down. The same goes for the other
raw_mean_diff,0.3,The sun rises in the,east and sets in the west. The
raw_mean_diff,0.3,The first president of the United States was,George Washington. He served from 1
raw_mean_diff,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
raw_mean_diff,0.3,The number of days in a week is,7.  A day has two
raw_mean_diff,0.3,The color of a clear daytime sky is,white because it is made up of many
raw_mean_diff,0.6,The capital of Japan is,"Tokyo, and it has a population of"
raw_mean_diff,0.6,The capital of France is,a city that has been home to many
raw_mean_diff,0.6,The capital of Italy is,a city that has been home to many
raw_mean_diff,0.6,The capital of Egypt is,a city that has been inhabited for thousands
raw_mean_diff,0.6,The capital of Russia is,one of the most popular tourist destinations in
raw_mean_diff,0.6,The city of Paris is in the country of,France. It has a population that exceeds
raw_mean_diff,0.6,The city of Cairo is in the country of,Egypt. It has a population that was
raw_mean_diff,0.6,The city of Sydney is in the country of,Australia. It has a population that exceeds
raw_mean_diff,0.6,The largest ocean on Earth is the,Pacific Ocean. It covers about 1
raw_mean_diff,0.6,The tallest mountain on Earth is Mount,"Everest, with an elevation of 8"
raw_mean_diff,0.6,The chemical symbol for water is,H2O. The formula shows that
raw_mean_diff,0.6,The chemical symbol for gold is,Au. Gold has a density of
raw_mean_diff,0.6,Water is made of hydrogen and,oxygen. The ratio by mass of the
raw_mean_diff,0.6,The Earth orbits the,sun once each  $4.3
raw_mean_diff,0.6,The center of our solar system is the,"Sun, a star that is both a"
raw_mean_diff,0.6,Humans breathe in oxygen and breathe out,carbon dioxide. The diagram below shows the
raw_mean_diff,0.6,The planet closest to the Sun is,called Mercury. It has a diameter of
raw_mean_diff,0.6,The freezing point of water in Celsius is,0°C. The temperature at
raw_mean_diff,0.6,The gas that plants absorb from the air is,called  a. carbon dioxide and oxygen
raw_mean_diff,0.6,The organ that pumps blood through the body is the,a. heart. b. artery
raw_mean_diff,0.6,Two plus two equals,four.  The number of years that
raw_mean_diff,0.6,Three times three equals,nine.  The number of people who
raw_mean_diff,0.6,Ten minus four equals,6.  The number of students
raw_mean_diff,0.6,The square root of nine is,3. The number three can be
raw_mean_diff,0.6,One hundred divided by ten equals,10.  The number of
raw_mean_diff,0.6,The opposite of hot is,cold. The temperature scale that measures the
raw_mean_diff,0.6,The opposite of up is,down. The word “up” means
raw_mean_diff,0.6,The sun rises in the,east and sets in the west. It
raw_mean_diff,0.6,The first president of the United States was,George Washington. He served as commander-
raw_mean_diff,0.6,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
raw_mean_diff,0.6,The number of days in a week is,"7. The first day, Monday"
raw_mean_diff,0.6,The color of a clear daytime sky is,blue. The light we see has been
raw_mean_diff,1.0,The capital of Japan is,"Tokyo, and it has a population that"
raw_mean_diff,1.0,The capital of France is,one of the most popular tourist destinations in
raw_mean_diff,1.0,The capital of Italy is,one of the most popular tourist destinations in
raw_mean_diff,1.0,The capital of Egypt is,one of the most popular tourist destinations in
raw_mean_diff,1.0,The capital of Russia is,one of the most popular tourist destinations in
raw_mean_diff,1.0,The city of Paris is in the country of,France. It has a population that lives
raw_mean_diff,1.0,The city of Cairo is in the country of,Egypt. It has a population that lives
raw_mean_diff,1.0,The city of Sydney is in the country of,Australia. It has a population that includes
raw_mean_diff,1.0,The largest ocean on Earth is the,Pacific Ocean. It covers an area of
raw_mean_diff,1.0,The tallest mountain on Earth is Mount,"Everest, located in Nepal. It has"
raw_mean_diff,1.0,The chemical symbol for water is,H2O. It has a molecular
raw_mean_diff,1.0,The chemical symbol for gold is,Au. Gold has a number of uses
raw_mean_diff,1.0,Water is made of hydrogen and,oxygen. The water molecule has a structure
raw_mean_diff,1.0,The Earth orbits the,sun in a nearly circular orbit of diameter
raw_mean_diff,1.0,The center of our solar system is the,Sun. The sun has a mass and
raw_mean_diff,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The diagram below shows the
raw_mean_diff,1.0,The planet closest to the Sun is,also known as Earth. It has a
raw_mean_diff,1.0,The freezing point of water in Celsius is,0°C. The temperature scale
raw_mean_diff,1.0,The gas that plants absorb from the air is,a mixture of carbon dioxide and water vapor
raw_mean_diff,1.0,The organ that pumps blood through the body is the,heart. The left ventricle of this pump
raw_mean_diff,1.0,Two plus two equals,12. The number of students
raw_mean_diff,1.0,Three times three equals,9. The number of the United
raw_mean_diff,1.0,Ten minus four equals,60. The number of students
raw_mean_diff,1.0,The square root of nine is,a number that has been used for centuries
raw_mean_diff,1.0,One hundred divided by ten equals,10. The number of students
raw_mean_diff,1.0,The opposite of hot is,cold. The temperature in the United States
raw_mean_diff,1.0,The opposite of up is,down. The earth's surface has
raw_mean_diff,1.0,The sun rises in the,east and is a major source of light
raw_mean_diff,1.0,The first president of the United States was,George Washington. He served as a military
raw_mean_diff,1.0,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
raw_mean_diff,1.0,The number of days in a week is,"7. The first day, Monday"
raw_mean_diff,1.0,The color of a clear daytime sky is,due to millions of tiny spherical particles in
raw_grad,-1.0,The capital of Japan is,a city that has been through many ups
raw_grad,-1.0,The capital of France is,a city that has been through many changes
raw_grad,-1.0,The capital of Italy is,a city that has been through many ups
raw_grad,-1.0,The capital of Egypt is,a city that has been through many ups
raw_grad,-1.0,The capital of Russia is,a city with an interesting history. It
raw_grad,-1.0,The city of Paris is in the country of,France. It’s a beautiful place
raw_grad,-1.0,The city of Cairo is in the country of,Egypt. It’s a place where
raw_grad,-1.0,The city of Sydney is in the country of,Australia. It’s a place where
raw_grad,-1.0,The largest ocean on Earth is the,Pacific Ocean. It covers 70
raw_grad,-1.0,The tallest mountain on Earth is Mount,"Everest, which has an altitude of"
raw_grad,-1.0,The chemical symbol for water is,H2O. The formula of the
raw_grad,-1.0,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,-1.0,Water is made of hydrogen and,"oxygen. The formula for water, H"
raw_grad,-1.0,The Earth orbits the,Sun once every 365.
raw_grad,-1.0,The center of our solar system is the,"Sun, which is a nuclear furnace radiating"
raw_grad,-1.0,Humans breathe in oxygen and breathe out,carbon dioxide. This is a process called
raw_grad,-1.0,The planet closest to the Sun is,Mercury. It has a mass of
raw_grad,-1.0,The freezing point of water in Celsius is,0°C. The temperature at
raw_grad,-1.0,The gas that plants absorb from the air is,called $\rule{1.50
raw_grad,-1.0,The organ that pumps blood through the body is the,________.  A 10-
raw_grad,-1.0,Two plus two equals,four.  That’s the kind
raw_grad,-1.0,Three times three equals,nine.  That’s the number
raw_grad,-1.0,Ten minus four equals,6.  The answer is six
raw_grad,-1.0,The square root of nine is,3.  What does the number
raw_grad,-1.0,One hundred divided by ten equals,10.  The answer is
raw_grad,-1.0,The opposite of hot is,"cold.  I know, I’"
raw_grad,-1.0,The opposite of up is,"down, the other side.  I"
raw_grad,-1.0,The sun rises in the,east and sets in the west. It
raw_grad,-1.0,The first president of the United States was,a man who had been born in
raw_grad,-1.0,The author of the play Romeo and Juliet is,William Shakespeare. He was born in
raw_grad,-1.0,The number of days in a week is,7.  1st day =
raw_grad,-1.0,The color of a clear daytime sky is,not the same as it would be if
raw_grad,-0.6,The capital of Japan is,a city that has been through many changes
raw_grad,-0.6,The capital of France is,a city that has been through many changes
raw_grad,-0.6,The capital of Italy is,a city that has been through many changes
raw_grad,-0.6,The capital of Egypt is,a city that has been through many changes
raw_grad,-0.6,The capital of Russia is,a city with an interesting history. It
raw_grad,-0.6,The city of Paris is in the country of,France. It has a population that exceeds
raw_grad,-0.6,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_grad,-0.6,The city of Sydney is in the country of,Australia. It’s a beautiful place
raw_grad,-0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 60
raw_grad,-0.6,The tallest mountain on Earth is Mount,"Everest, which rises above sea level."
raw_grad,-0.6,The chemical symbol for water is,H2O. The formula of the
raw_grad,-0.6,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,-0.6,Water is made of hydrogen and,oxygen. The ratio between the mass of
raw_grad,-0.6,The Earth orbits the,Sun once every 365.
raw_grad,-0.6,The center of our solar system is the,"Sun, which is a star. The"
raw_grad,-0.6,Humans breathe in oxygen and breathe out,carbon dioxide. This is a process called
raw_grad,-0.6,The planet closest to the Sun is,Mercury. It has a diameter of
raw_grad,-0.6,The freezing point of water in Celsius is,0°C. The temperature at
raw_grad,-0.6,The gas that plants absorb from the air is,called $CO_2$. What would
raw_grad,-0.6,The organ that pumps blood through the body is the,__________.  A 10-
raw_grad,-0.6,Two plus two equals,four.  That’s the math
raw_grad,-0.6,Three times three equals,nine.  That’s the number
raw_grad,-0.6,Ten minus four equals,six.  The answer is 6
raw_grad,-0.6,The square root of nine is,3.  Step-by-
raw_grad,-0.6,One hundred divided by ten equals,10.  The answer is
raw_grad,-0.6,The opposite of hot is,cold.  I'm not sure
raw_grad,-0.6,The opposite of up is,down. The same goes for the other
raw_grad,-0.6,The sun rises in the,east and sets in the west. The
raw_grad,-0.6,The first president of the United States was,George Washington. He served from 1
raw_grad,-0.6,The author of the play Romeo and Juliet is,William Shakespeare. He was born in
raw_grad,-0.6,The number of days in a week is,7.  Step-by-
raw_grad,-0.6,The color of a clear daytime sky is,not white but rather the iridescent blue-
raw_grad,-0.3,The capital of Japan is,a city that has been through many changes
raw_grad,-0.3,The capital of France is,a city that has been around for centuries
raw_grad,-0.3,The capital of Italy is,a city that has been around for centuries
raw_grad,-0.3,The capital of Egypt is,a city that has been around for thousands
raw_grad,-0.3,The capital of Russia is,a city with an interesting history. It
raw_grad,-0.3,The city of Paris is in the country of,France. It has a population of
raw_grad,-0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_grad,-0.3,The city of Sydney is in the country of,Australia. It has a population of
raw_grad,-0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
raw_grad,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises 290"
raw_grad,-0.3,The chemical symbol for water is,H2O. The formula of the
raw_grad,-0.3,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,-0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_grad,-0.3,The Earth orbits the,Sun once every 365.
raw_grad,-0.3,The center of our solar system is the,"Sun, which has a mass of $"
raw_grad,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_grad,-0.3,The planet closest to the Sun is,Mercury. It has a diameter of
raw_grad,-0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
raw_grad,-0.3,The gas that plants absorb from the air is,called $__________________$  A
raw_grad,-0.3,The organ that pumps blood through the body is the,a. heart. b.
raw_grad,-0.3,Two plus two equals,four.  That’s the math
raw_grad,-0.3,Three times three equals,nine.  That’s the number
raw_grad,-0.3,Ten minus four equals,six.  The answer is 6
raw_grad,-0.3,The square root of nine is,3.  Step-by-
raw_grad,-0.3,One hundred divided by ten equals,$10 \div 5
raw_grad,-0.3,The opposite of hot is,"cold.  So, if you’"
raw_grad,-0.3,The opposite of up is,down. The same goes for the other
raw_grad,-0.3,The sun rises in the,east and sets in the west. The
raw_grad,-0.3,The first president of the United States was,George Washington. He served from 1
raw_grad,-0.3,The author of the play Romeo and Juliet is,William Shakespeare. He was born in
raw_grad,-0.3,The number of days in a week is,7.  Step-by-
raw_grad,-0.3,The color of a clear daytime sky is,not white but blue. (Try closing
raw_grad,0.0,The capital of Japan is,a city that has been around for over
raw_grad,0.0,The capital of France is,a city that has been the center of
raw_grad,0.0,The capital of Italy is,a city that has been the center of
raw_grad,0.0,The capital of Egypt is,a city that has been around for thousands
raw_grad,0.0,The capital of Russia is,a city with an interesting history. It
raw_grad,0.0,The city of Paris is in the country of,France. It has a population of
raw_grad,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds
raw_grad,0.0,The city of Sydney is in the country of,Australia. It has a population of
raw_grad,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
raw_grad,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,0.0,The chemical symbol for water is,H2O. The formula of the
raw_grad,0.0,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_grad,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
raw_grad,0.0,The center of our solar system is the,"sun, which has a mass that'"
raw_grad,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_grad,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
raw_grad,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
raw_grad,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
raw_grad,0.0,The organ that pumps blood through the body is the,a. heart. b. aorta
raw_grad,0.0,Two plus two equals,four.  That’s the message
raw_grad,0.0,Three times three equals,nine.  That’s the number
raw_grad,0.0,Ten minus four equals,six.  The answer is 6
raw_grad,0.0,The square root of nine is,3.  Step-by-
raw_grad,0.0,One hundred divided by ten equals,$10 \div 5
raw_grad,0.0,The opposite of hot is,cold.  A negative number means that
raw_grad,0.0,The opposite of up is,down. The same goes for the other
raw_grad,0.0,The sun rises in the,east and sets in the west. The
raw_grad,0.0,The first president of the United States was,George Washington. He served from 1
raw_grad,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
raw_grad,0.0,The number of days in a week is,7.  Step-by-
raw_grad,0.0,The color of a clear daytime sky is,the result of light (a) scattering
raw_grad,0.3,The capital of Japan is,"Tokyo, and it’s the largest"
raw_grad,0.3,The capital of France is,a city that has been the center of
raw_grad,0.3,The capital of Italy is,a city that has been the center of
raw_grad,0.3,The capital of Egypt is,a city that has been around for thousands
raw_grad,0.3,The capital of Russia is,"a city with an ancient history, which"
raw_grad,0.3,The city of Paris is in the country of,France. It has a population of
raw_grad,0.3,The city of Cairo is in the country of,Egypt. It has a population of
raw_grad,0.3,The city of Sydney is in the country of,Australia. It has a population of
raw_grad,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 17
raw_grad,0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,0.3,The chemical symbol for water is,H2O. The formula of the
raw_grad,0.3,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
raw_grad,0.3,The Earth orbits the,"sun once a year, and it is"
raw_grad,0.3,The center of our solar system is the,"sun, which has a mass about"
raw_grad,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
raw_grad,0.3,The planet closest to the Sun is,"Mercury, which has a mean distance of"
raw_grad,0.3,The freezing point of water in Celsius is,0 degrees. The boiling point on
raw_grad,0.3,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis
raw_grad,0.3,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy
raw_grad,0.3,Two plus two equals,four.  That’s the message
raw_grad,0.3,Three times three equals,nine.  That’s the number
raw_grad,0.3,Ten minus four equals,six.  Step-by-step
raw_grad,0.3,The square root of nine is,3.  Step-by-
raw_grad,0.3,One hundred divided by ten equals,$10 \div 5
raw_grad,0.3,The opposite of hot is,cold.  A negative number has a
raw_grad,0.3,The opposite of up is,down. The other side to the coin
raw_grad,0.3,The sun rises in the,east and sets in the west. The
raw_grad,0.3,The first president of the United States was,George Washington. He served from 1
raw_grad,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
raw_grad,0.3,The number of days in a week is,7.  Step-by-
raw_grad,0.3,The color of a clear daytime sky is,the result of light (a) scattering
raw_grad,0.6,The capital of Japan is,"Tokyo, and the largest city in Asia"
raw_grad,0.6,The capital of France is,a city that has been the center for
raw_grad,0.6,The capital of Italy is,a city that has been the center for
raw_grad,0.6,The capital of Egypt is,a city that has been around for thousands
raw_grad,0.6,The capital of Russia is,a city with an ancient history and rich
raw_grad,0.6,The city of Paris is in the country of,France. It has a population of
raw_grad,0.6,The city of Cairo is in the country of,Egypt. It has a population of
raw_grad,0.6,The city of Sydney is in the country of,"Australia. The population was 4,"
raw_grad,0.6,The largest ocean on Earth is the,Pacific Ocean. It covers 17
raw_grad,0.6,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
raw_grad,0.6,The chemical symbol for water is,H2O. The formula shows that
raw_grad,0.6,The chemical symbol for gold is,Au.  Gold has a density of
raw_grad,0.6,Water is made of hydrogen and,oxygen. The ratio by mass for the
raw_grad,0.6,The Earth orbits the,sun in a nearly circular orbit of radius
raw_grad,0.6,The center of our solar system is the,"sun, which has a mass about"
