direction,stmt,stem,scale,frac,argmax_id,argmax_tok,hit_target,margin,frac_margin,readout_delta,completion
oracle,1171,Mice can fit through a hole the size of a,-0.105432,-0.25,9453, quarter,0,1.00409,-0.0365203,-0.0353775,quarter.  Mice can fit through a
oracle,1171,Mice can fit through a hole the size of a,0.210864,+0.50,9453, quarter,0,0.897953,0.0730406,0.070755,quarter.  Mice can fit through a
oracle,1171,Mice can fit through a hole the size of a,-0.210864,-0.50,9453, quarter,0,1.03946,-0.0730386,-0.0707531,quarter.  Mice can fit through a
oracle,1171,Mice can fit through a hole the size of a,0.421729,+1.00,9453, quarter,0,0.827192,0.146087,0.141516,quarter.  Mice can fit through a
oracle,1171,Mice can fit through a hole the size of a,-0.421729,-1.00,9453, quarter,0,1.11021,-0.146075,-0.141504,quarter.  Mice can fit through a
oracle,1171,Mice can fit through a hole the size of a,0.843458,+2.00,9453, quarter,0,0.685667,0.292184,0.283041,quarter.  Mice can fit through a
oracle,1171,Mice can fit through a hole the size of a,-0.843458,-2.00,9453, quarter,0,1.2517,-0.292135,-0.282993,quarter.  Mice can fit through a
md_full,1171,Mice can fit through a hole the size of a,0,+0.00,9453, quarter,0,0.968708,0,0,quarter.  Mice can fit through a
md_full,1171,Mice can fit through a hole the size of a,8.13335,+0.25,9453, quarter,0,1.01385,-0.0465955,-0.0451374,quarter.  Mice can fit through a
md_full,1171,Mice can fit through a hole the size of a,-8.13335,-0.25,9453, quarter,0,0.923525,0.0466427,0.0451832,quarter.  Mice can fit through a
md_full,1171,Mice can fit through a hole the size of a,16.2667,+0.50,9453, quarter,0,1.05893,-0.0931319,-0.0902176,quarter.  Mice can fit through a
md_full,1171,Mice can fit through a hole the size of a,-16.2667,-0.50,9453, quarter,0,0.878302,0.0933268,0.0904064,quarter.  Mice can fit through a
md_full,1171,Mice can fit through a hole the size of a,32.5334,+1.00,9453, quarter,0,1.1489,-0.186012,-0.180191,quarter. They can also squeeze through a
md_full,1171,Mice can fit through a hole the size of a,-32.5334,-1.00,9453, quarter,0,0.787766,0.186787,0.180943,quarter.  Mice can fit through a
md_full,1171,Mice can fit through a hole the size of a,65.0668,+2.00,9453, quarter,0,1.32783,-0.370726,-0.359125,quarter. They can also squeeze through a
md_full,1171,Mice can fit through a hole the size of a,-65.0668,-2.00,9453, quarter,0,0.606571,0.373835,0.362137,quarter.  Mice can fit through a
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,0,+0.00,70739, swings,0,9.52748,0,0,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,1.07315,+0.25,70739, swings,0,9.16556,0.0379869,0.361919,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,-1.07315,-0.25,70739, swings,0,9.88943,-0.0379905,-0.361954,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,2.1463,+0.50,70739, swings,0,8.80368,0.0759698,0.723801,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,-2.1463,-0.50,70739, swings,0,10.2514,-0.075984,-0.723936,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,4.2926,+1.00,70739, swings,0,8.08003,0.151923,1.44744,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,-4.2926,-1.00,70739, swings,0,10.9755,-0.151982,-1.44801,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,8.58519,+2.00,70739, swings,0,6.63322,0.30378,2.89426,swings. This is because of the hormones
oracle,2093,A fact about pregnancy is tha pregnant women often have insane mood,-8.58519,-2.00,70739, swings,0,12.424,-0.304017,-2.89651,swings. This is because of the hormones
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,0,+0.00,70739, swings,0,9.52748,0,0,swings. This is because of the hormones
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,155.039,+0.25,70739, swings,0,8.87066,0.0689392,0.656816,swings. They can be happy one minute
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,-155.039,-0.25,70739, swings,0,9.97299,-0.046761,-0.445515,swings.  This is because of the
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,310.078,+0.50,70739, swings,0,8.05081,0.15499,1.47667,swings. They can be so moody that
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,-310.078,-0.50,70739, swings,0,10.1986,-0.0704416,-0.671131,swings.  I don
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,620.156,+1.00,70739, swings,0,6.20962,0.348241,3.31785,swings. They are often in a different
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,-620.156,-1.00,109,\n\n,0,10.1228,-0.0624899,-0.595371,
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,1240.31,+2.00,70739, swings,0,3.07878,0.676852,6.44869,swings. They often their their their their
md_full,2093,A fact about pregnancy is tha pregnant women often have insane mood,-1240.31,-2.00,109,\n\n,0,9.10363,0.0444864,0.423843,
oracle,4155,Toothpaste is not very good for cleaning,0,+0.00,861, your,0,4.87847,0,0,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,0.596677,+0.25,861, your,0,4.57303,0.0626104,0.305443,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,-0.596677,-0.25,861, your,0,5.18392,-0.0626119,-0.30545,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,1.19335,+0.50,861, your,0,4.26759,0.12522,0.610882,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,-1.19335,-0.50,861, your,0,5.48936,-0.125221,-0.610889,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,2.38671,+1.00,861, your,0,3.65671,0.25044,1.22176,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,-2.38671,-1.00,861, your,0,6.10025,-0.250442,-1.22178,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,4.77342,+2.00,861, your,0,2.435,0.500868,2.44347,your teeth. It is not a good
oracle,4155,Toothpaste is not very good for cleaning,-4.77342,-2.00,861, your,0,7.32198,-0.500877,-2.44351,your teeth. It is not a good
md_full,4155,Toothpaste is not very good for cleaning,0,+0.00,861, your,0,4.87847,0,0,your teeth. It is not a good
md_full,4155,Toothpaste is not very good for cleaning,115.256,+0.25,861, your,0,5.15662,-0.0570163,-0.278152,your teeth. It is not a good
md_full,4155,Toothpaste is not very good for cleaning,-115.256,-0.25,861, your,0,4.44551,0.08875,0.432964,your teeth. It is not a good
md_full,4155,Toothpaste is not very good for cleaning,230.511,+0.50,861, your,0,5.2581,-0.0778176,-0.379631,your teeth. It is a very important
md_full,4155,Toothpaste is not very good for cleaning,-230.511,-0.50,861, your,0,3.91971,0.196529,0.958763,your teeth.  It is not good
md_full,4155,Toothpaste is not very good for cleaning,461.022,+1.00,861, your,0,5.0589,-0.0369852,-0.180431,your teeth. It is a very important
md_full,4155,Toothpaste is not very good for cleaning,-461.022,-1.00,109,\n\n,0,2.84872,0.416064,2.02975,He  He  He  He
md_full,4155,Toothpaste is not very good for cleaning,922.044,+2.00,235269,",",0,4.22536,0.133876,0.653109,", but it is a great product for"
md_full,4155,Toothpaste is not very good for cleaning,-922.044,-2.00,109,\n\n,0,1.31693,0.730053,3.56154,
oracle,3133,The study of human development is called,0,+0.00,47492, developmental,0,1.25287,0,0,developmental psychology. It is the study of
oracle,3133,The study of human development is called,0.111838,+0.25,47492, developmental,0,1.19921,0.0428293,0.0536594,developmental psychology. It is the study of
oracle,3133,The study of human development is called,-0.111838,-0.25,47492, developmental,0,1.30653,-0.0428323,-0.0536633,developmental psychology. It is the study of
oracle,3133,The study of human development is called,0.223677,+0.50,47492, developmental,0,1.14555,0.0856616,0.107323,developmental psychology. It is the study of
oracle,3133,The study of human development is called,-0.223677,-0.50,47492, developmental,0,1.3602,-0.0856661,-0.107328,developmental psychology. It is the study of
oracle,3133,The study of human development is called,0.447353,+1.00,47492, developmental,0,1.03823,0.17132,0.214642,developmental psychology. It is the study of
oracle,3133,The study of human development is called,-0.447353,-1.00,47492, developmental,0,1.46753,-0.171338,-0.214664,developmental psychology. It is the study of
oracle,3133,The study of human development is called,0.894706,+2.00,47492, developmental,0,0.823599,0.34263,0.42927,developmental psychology. It is the study of
oracle,3133,The study of human development is called,-0.894706,-2.00,47492, developmental,0,1.68221,-0.342683,-0.429337,developmental psychology. It is the study of
md_full,3133,The study of human development is called,0,+0.00,47492, developmental,0,1.25287,0,0,developmental psychology. It is the study of
md_full,3133,The study of human development is called,87.9001,+0.25,47492, developmental,0,0.884954,0.293657,0.367914,developmental psychology. It is the study of
md_full,3133,The study of human development is called,-87.9001,-0.25,109,\n\n,0,1.60376,-0.280072,-0.350893,a. psychology.  b.
md_full,3133,The study of human development is called,175.8,+0.50,47492, developmental,0,0.509888,0.593024,0.742981,developmental psychology. It is the study of
md_full,3133,The study of human development is called,-175.8,-0.50,109,\n\n,0,1.92953,-0.540087,-0.676659,A.  psych  B
md_full,3133,The study of human development is called,351.6,+1.00,476, a,1,-0.221048,1.17643,1.47392,a. behavioral genetics. b. behavioral
md_full,3133,The study of human development is called,-351.6,-1.00,109,\n\n,0,2.48646,-0.984616,-1.23359,A
md_full,3133,The study of human development is called,703.201,+2.00,476, a,1,-1.41509,2.12948,2.66796,a. behavioral. b. information communication
md_full,3133,The study of human development is called,-703.201,-2.00,109,\n\n,0,3.21944,-1.56966,-1.96657,
oracle,1438,"Owls are nocturnal, meaning active at",0,+0.00,3354, night,0,4.69495,0,0,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",0.555886,+0.25,3354, night,0,4.58059,0.0243562,0.114351,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",-0.555886,-0.25,3354, night,0,4.80929,-0.0243547,-0.114344,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",1.11177,+0.50,3354, night,0,4.46623,0.0487147,0.228713,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",-1.11177,-0.50,3354, night,0,4.92362,-0.0487071,-0.228677,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",2.22354,+1.00,3354, night,0,4.23747,0.0974393,0.457472,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",-2.22354,-1.00,3354, night,0,5.15226,-0.0974046,-0.457309,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",4.44708,+2.00,3354, night,0,3.77984,0.194914,0.915109,night. They are also known as “
oracle,1438,"Owls are nocturnal, meaning active at",-4.44708,-2.00,3354, night,0,5.6094,-0.194773,-0.914449,night. They are also known as night
md_full,1438,"Owls are nocturnal, meaning active at",0,+0.00,3354, night,0,4.69495,0,0,night. They are also known as “
md_full,1438,"Owls are nocturnal, meaning active at",36.4892,+0.25,3354, night,0,4.56263,0.0281835,0.13232,night. They are also known as “
md_full,1438,"Owls are nocturnal, meaning active at",-36.4892,-0.25,3354, night,0,4.82525,-0.0277541,-0.130304,night. They are also known as “
md_full,1438,"Owls are nocturnal, meaning active at",72.9783,+0.50,3354, night,0,4.4285,0.0567518,0.266447,night. They are also known as “
md_full,1438,"Owls are nocturnal, meaning active at",-72.9783,-0.50,3354, night,0,4.95332,-0.0550317,-0.258371,night. They are also known as “
md_full,1438,"Owls are nocturnal, meaning active at",145.957,+1.00,3354, night,0,4.15572,0.114852,0.539222,"night. They are also solitary, meaning"
md_full,1438,"Owls are nocturnal, meaning active at",-145.957,-1.00,3354, night,0,5.20197,-0.107993,-0.507021,night.  Owls are also known
md_full,1438,"Owls are nocturnal, meaning active at",291.913,+2.00,3354, night,0,3.59849,0.23354,1.09646,night. They are often seen hunting in
md_full,1438,"Owls are nocturnal, meaning active at",-291.913,-2.00,3354, night,0,5.66446,-0.206502,-0.969517,night.  The
oracle,4287,Rocks are generally harder than,0,+0.00,31740, minerals,0,0.00800896,0,0,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,0.000668411,+0.25,31740, minerals,0,0.00768852,0.0400095,0.000320435,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,-0.000668411,-0.25,31740, minerals,0,0.0083313,-0.0402477,-0.000322342,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,0.00133682,+0.50,31740, minerals,0,0.00736237,0.0807335,0.000646591,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,-0.00133682,-0.50,31740, minerals,0,0.00865555,-0.0807335,-0.000646591,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,0.00267365,+1.00,31740, minerals,0,0.00671768,0.161229,0.00129128,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,-0.00267365,-1.00,31740, minerals,0,0.00930405,-0.161705,-0.00129509,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,0.00534729,+2.00,31740, minerals,0,0.00542259,0.322934,0.00258636,minerals. Why is this so?
oracle,4287,Rocks are generally harder than,-0.00534729,-2.00,31740, minerals,0,0.0105953,-0.322934,-0.00258636,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,0,+0.00,31740, minerals,0,0.00800896,0,0,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,0.652212,+0.25,31740, minerals,0,0.00774193,0.0333413,0.000267029,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,-0.652212,-0.25,31740, minerals,0,0.0082798,-0.0338176,-0.000270844,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,1.30442,+0.50,31740, minerals,0,0.00747108,0.0671588,0.000537872,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,-1.30442,-0.50,31740, minerals,0,0.00855064,-0.0676352,-0.000541687,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,2.60885,+1.00,31740, minerals,0,0.00693512,0.13408,0.00107384,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,-2.60885,-1.00,31740, minerals,0,0.0090847,-0.134318,-0.00107574,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,5.2177,+2.00,31740, minerals,0,0.00585747,0.268635,0.00215149,minerals. Why is this so?
md_full,4287,Rocks are generally harder than,-5.2177,-2.00,31740, minerals,0,0.0101585,-0.268397,-0.00214958,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,0,+0.00,31740, minerals,0,0.00800896,0,0,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,0.000668411,+0.25,31740, minerals,0,0.00801086,-0.000238152,-1.90735e-06,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,-0.000668411,-0.25,31740, minerals,0,0.00800896,0,0,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,0.00133682,+0.50,31740, minerals,0,0.00800896,0,0,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,-0.00133682,-0.50,31740, minerals,0,0.00801277,-0.000476304,-3.8147e-06,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,0.00267365,+1.00,31740, minerals,0,0.00800705,0.000238152,1.90735e-06,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,-0.00267365,-1.00,31740, minerals,0,0.00801277,-0.000476304,-3.8147e-06,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,0.00534729,+2.00,31740, minerals,0,0.00800323,0.000714456,5.72205e-06,minerals. Why is this so?
jtw_legacy,4287,Rocks are generally harder than,-0.00534729,-2.00,31740, minerals,0,0.00801277,-0.000476304,-3.8147e-06,minerals. Why is this so?
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,0,+0.00,2078, home,0,1.20631,0,0,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,0.13868,+0.25,2078, home,0,1.13462,0.059432,0.0716934,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,-0.13868,-0.25,2078, home,0,1.27799,-0.0594225,-0.071682,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,0.27736,+0.50,2078, home,0,1.06293,0.118854,0.143375,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,-0.27736,-0.50,2078, home,0,1.34967,-0.118842,-0.14336,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,0.55472,+1.00,2078, home,0,0.919544,0.237722,0.286766,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,-0.55472,-1.00,2078, home,0,1.49305,-0.237696,-0.286736,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,1.10944,+2.00,2078, home,0,0.632751,0.475465,0.573559,"home town of Toronto, Canada."
oracle,3952,The film based on the book Jumanji was actually filmed in the author's,-1.10944,-2.00,2078, home,0,1.77975,-0.475367,-0.573441,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,0,+0.00,2078, home,0,1.20631,0,0,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,9.18736,+0.25,2078, home,0,1.31625,-0.0911402,-0.109943,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,-9.18736,-0.25,2078, home,0,1.09649,0.091039,0.109821,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,18.3747,+0.50,2078, home,0,1.42624,-0.182318,-0.219933,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,-18.3747,-0.50,2078, home,0,0.986851,0.181926,0.21946,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,36.7494,+1.00,2078, home,0,1.64616,-0.364627,-0.439854,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,-36.7494,-1.00,2078, home,0,0.768353,0.363056,0.437958,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,73.4988,+2.00,2078, home,0,2.08394,-0.727531,-0.877628,"home town of Toronto, Canada."
md_full,3952,The film based on the book Jumanji was actually filmed in the author's,-73.4988,-2.00,2078, home,0,0.336094,0.721387,0.870216,"home town of Toronto, Canada."
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,0,+0.00,235248, ,0,0.321518,0,0,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.0310996,+0.25,235248, ,0,0.302792,0.0582436,0.0187263,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.0310996,-0.25,235248, ,0,0.340237,-0.0582198,-0.0187187,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.0621993,+0.50,235248, ,0,0.284073,0.116463,0.0374451,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.0621993,-0.50,235248, ,0,0.358963,-0.116463,-0.0374451,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.124399,+1.00,235248, ,0,0.246624,0.232939,0.074894,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.124399,-1.00,235248, ,0,0.396404,-0.232915,-0.0748863,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.248797,+2.00,235248, ,0,0.171738,0.465854,0.14978,100-million-year
oracle,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.248797,-2.00,235248, ,0,0.471287,-0.465818,-0.149769,100-million-year
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,0,+0.00,235248, ,0,0.321518,0,0,100-million-year
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,57.4709,+0.25,235248, ,0,0.453274,-0.409793,-0.131756,100-million-year
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,-57.4709,-0.25,235248, ,0,0.18766,0.416331,0.133858,100-million-year
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,114.942,+0.50,6202, species,0,0.580004,-0.803954,-0.258486,species of bacteria that has been extinct for
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,-114.942,-0.50,235248, ,0,0.0547638,0.829671,0.266754,100-million-year
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,229.883,+1.00,6202, species,0,0.809002,-1.5162,-0.487484,species of bacteria that has been extinct for
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,-229.883,-1.00,13265, stem,0,-0.1973,1.61365,0.518818,"stem cell, which can turn into any"
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,459.767,+2.00,6202, species,0,1.1424,-2.55316,-0.820887,species of sea anemone.  The
md_full,3152,Scientists have found cells in the human body with the same genetic makeup as a,-459.767,-2.00,109,\n\n,0,-0.603119,2.87585,0.924637,
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,0,+0.00,235248, ,0,0.321518,0,0,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.0310996,+0.25,235248, ,0,0.321339,0.000557638,0.000179291,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.0310996,-0.25,235248, ,0,0.321697,-0.000557638,-0.000179291,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.0621993,+0.50,235248, ,0,0.321156,0.00112714,0.000362396,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.0621993,-0.50,235248, ,0,0.321873,-0.00110341,-0.000354767,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.124399,+1.00,235248, ,0,0.320805,0.00221869,0.000713348,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.124399,-1.00,235248, ,0,0.322227,-0.00220682,-0.000709534,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,0.248797,+2.00,235248, ,0,0.320095,0.00442551,0.00142288,100-million-year
jtw_legacy,3152,Scientists have found cells in the human body with the same genetic makeup as a,-0.248797,-2.00,235248, ,0,0.322937,-0.00441365,-0.00141907,100-million-year
oracle,1378,Chimpanzees have been observed using tools to fish for,0,+0.00,184810, termites,0,3.0041,0,0,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,0.28132,+0.25,184810, termites,0,2.87676,0.0423882,0.127338,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,-0.28132,-0.25,184810, termites,0,3.13145,-0.0423907,-0.127346,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,0.56264,+0.50,184810, termites,0,2.74943,0.0847757,0.254675,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,-0.56264,-0.50,184810, termites,0,3.25881,-0.0847865,-0.254707,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,1.12528,+1.00,184810, termites,0,2.49479,0.169541,0.509317,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,-1.12528,-1.00,184810, termites,0,3.51355,-0.169583,-0.509445,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,2.25056,+2.00,184810, termites,0,1.9856,0.339037,1.0185,termites. They use a stick to poke
oracle,1378,Chimpanzees have been observed using tools to fish for,-2.25056,-2.00,184810, termites,0,4.02313,-0.339211,-1.01902,termites. They use a stick to poke
md_full,1378,Chimpanzees have been observed using tools to fish for,0,+0.00,184810, termites,0,3.0041,0,0,termites. They use a stick to poke
md_full,1378,Chimpanzees have been observed using tools to fish for,13.7063,+0.25,184810, termites,0,2.82828,0.0585283,0.175825,termites. They use a stick to poke
md_full,1378,Chimpanzees have been observed using tools to fish for,-13.7063,-0.25,184810, termites,0,3.17923,-0.0582953,-0.175125,termites. They use a stick to poke
md_full,1378,Chimpanzees have been observed using tools to fish for,27.4125,+0.50,184810, termites,0,2.65187,0.117249,0.352228,termites. They use a stick to dig
