direction,scale,statement,answer,base_answer,flipped,margin,base_margin,d_margin,p_yes,p_no
sup_grad,+0.0200,Two plus two equals four.,?,?,0,0.0437689,0.0441976,-0.00042873,0.0567141,0.0129452
sup_grad,+0.0200,The Pacific is the largest ocean.,?,?,0,0.0301279,0.0302994,-0.000171563,0.0377138,0.00758598
sup_grad,+0.0200,Mount Everest is the tallest mountain.,?,?,0,0.0507624,0.0509202,-0.000157768,0.0661343,0.0153719
sup_grad,+0.0200,The sun rises in the east.,?,?,0,0.0359943,0.0362834,-0.000289121,0.0491093,0.0131151
sup_grad,+0.0200,Gold's chemical symbol is Au.,?,?,0,0.0156216,0.0159133,-0.00029172,0.0205851,0.00496348
sup_grad,+0.0200,Humans breathe out carbon dioxide.,?,?,0,0.0250955,0.0255667,-0.000471141,0.0310336,0.00593805
sup_grad,+0.0200,The heart pumps blood.,?,?,0,0.0254355,0.0261307,-0.000695258,0.0319066,0.00647113
sup_grad,+0.0200,Ten minus four equals six.,?,?,0,0.0418626,0.0426329,-0.000770287,0.0529148,0.0110522
sup_grad,+0.0200,The freezing point of water is zero Celsius.,?,?,0,0.0216019,0.0219985,-0.000396567,0.0273857,0.00578381
sup_grad,+0.0200,Rome is in Italy.,?,?,0,0.0586882,0.059104,-0.000415772,0.0758577,0.0171695
sup_grad,+0.0200,The square root of nine is three.,?,?,0,0.0389956,0.0399196,-0.000923968,0.0475543,0.00855871
sup_grad,+0.0200,Plants absorb carbon dioxide.,?,?,0,0.0220025,0.0225616,-0.000559059,0.0267262,0.00472373
sup_grad,+0.0200,Sydney is in Australia.,?,?,0,0.0438684,0.0444454,-0.000577024,0.0601101,0.0162417
sup_grad,+0.0200,The opposite of hot is cold.,?,?,0,0.0243945,0.0249262,-0.000531679,0.0374098,0.0130153
sup_grad,+0.0200,A week has seven days.,?,?,0,0.0298832,0.0299882,-0.000105037,0.0371264,0.0072432
sup_grad,+0.0200,George Washington was the first US president.,?,?,0,0.0433875,0.0442898,-0.000902282,0.0542721,0.0108846
sup_grad,+0.0200,Cairo is in Egypt.,?,?,0,0.0625135,0.0628564,-0.000342874,0.0814482,0.0189347
sup_grad,+0.0200,Mercury is closest to the Sun.,?,?,0,0.025912,0.0264783,-0.000566297,0.0336464,0.00773439
sup_grad,+0.0200,The sky is blue.,?,?,0,0.0409675,0.0413925,-0.000425072,0.0551705,0.014203
sup_grad,+0.0200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0437482,0.044841,-0.00109281,0.061789,0.0180408
sup_grad,-0.0200,The capital of Japan is Tokyo.,?,?,0,0.0611162,0.060559,0.000557197,0.0765933,0.0154771
sup_grad,-0.0200,Paris is the capital of France.,?,?,0,0.0620085,0.0618601,0.00014844,0.0846499,0.0226414
sup_grad,-0.0200,Water is made of hydrogen and oxygen.,?,?,0,0.0240279,0.0235432,0.000484749,0.0310507,0.00702283
sup_grad,-0.0200,The Earth orbits the Sun.,?,?,0,0.0220479,0.0217903,0.000257558,0.0267998,0.00475192
sup_grad,-0.0200,Two plus two equals four.,?,?,0,0.0447841,0.0441976,0.000586505,0.0567565,0.0119724
sup_grad,-0.0200,The Pacific is the largest ocean.,?,?,0,0.0305987,0.0302994,0.000299309,0.0375536,0.00695485
sup_grad,-0.0200,Mount Everest is the tallest mountain.,?,?,0,0.0512134,0.0509202,0.000293203,0.0656431,0.0144297
sup_grad,-0.0200,The sun rises in the east.,?,?,0,0.036712,0.0362834,0.000428606,0.048696,0.011984
sup_grad,-0.0200,Gold's chemical symbol is Au.,?,?,0,0.0162517,0.0159133,0.000338425,0.0208609,0.00460917
sup_grad,-0.0200,Humans breathe out carbon dioxide.,?,?,0,0.0261271,0.0255667,0.000560393,0.0317799,0.00565281
sup_grad,-0.0200,The heart pumps blood.,?,?,0,0.0269467,0.0261307,0.000815992,0.0331085,0.0061618
sup_grad,-0.0200,Ten minus four equals six.,?,?,0,0.0435372,0.0426329,0.00090439,0.0534578,0.00992054
sup_grad,-0.0200,The freezing point of water is zero Celsius.,?,?,0,0.0224444,0.0219985,0.000445926,0.0278004,0.00535598
sup_grad,-0.0200,Rome is in Italy.,?,?,0,0.0596743,0.059104,0.000570294,0.0754615,0.0157872
sup_grad,-0.0200,The square root of nine is three.,?,?,0,0.0409477,0.0399196,0.00102817,0.0488903,0.00794256
sup_grad,-0.0200,Plants absorb carbon dioxide.,?,?,0,0.0232177,0.0225616,0.000656106,0.0277955,0.00457782
sup_grad,-0.0200,Sydney is in Australia.,?,?,0,0.0451232,0.0444454,0.000677769,0.0604796,0.0153564
sup_grad,-0.0200,The opposite of hot is cold.,?,?,0,0.0255072,0.0249262,0.000580999,0.0377862,0.012279
sup_grad,-0.0200,A week has seven days.,?,?,0,0.0302097,0.0299882,0.00022151,0.0368719,0.00666216
sup_grad,-0.0200,George Washington was the first US president.,?,?,0,0.0453661,0.0442898,0.00107634,0.0556957,0.0103296
sup_grad,-0.0200,Cairo is in Egypt.,?,?,0,0.0633423,0.0628564,0.000485873,0.0811485,0.0178062
sup_grad,-0.0200,Mercury is closest to the Sun.,?,?,0,0.0271683,0.0264783,0.000690048,0.0344661,0.00729779
sup_grad,-0.0200,The sky is blue.,?,?,0,0.0419601,0.0413925,0.000567547,0.0551975,0.0132374
sup_grad,-0.0200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0460727,0.044841,0.0012317,0.0632807,0.017208
sup_grad,+0.0400,The capital of Japan is Tokyo.,?,?,0,0.0598644,0.060559,-0.000694588,0.0774779,0.0176136
sup_grad,+0.0400,Paris is the capital of France.,?,?,0,0.0619272,0.0618601,6.709e-05,0.087761,0.0258338
sup_grad,+0.0400,Water is made of hydrogen and oxygen.,?,?,0,0.0227517,0.0235432,-0.000791421,0.0304056,0.00765387
sup_grad,+0.0400,The Earth orbits the Sun.,?,?,0,0.0215622,0.0217903,-0.000228133,0.0268654,0.00530318
sup_grad,+0.0400,Two plus two equals four.,?,?,0,0.0434908,0.0441976,-0.00070675,0.0571067,0.0136159
sup_grad,+0.0400,The Pacific is the largest ocean.,?,?,0,0.030067,0.0302994,-0.000232434,0.0380971,0.0080301
sup_grad,+0.0400,Mount Everest is the tallest mountain.,?,?,0,0.050728,0.0509202,-0.000192159,0.0667632,0.0160352
sup_grad,+0.0400,The sun rises in the east.,?,?,0,0.0358321,0.0362834,-0.000451262,0.0497261,0.013894
sup_grad,+0.0400,Gold's chemical symbol is Au.,?,?,0,0.0153713,0.0159133,-0.000541995,0.0205886,0.00521727
sup_grad,+0.0400,Humans breathe out carbon dioxide.,?,?,0,0.0247038,0.0255667,-0.000862896,0.0308625,0.00615869
sup_grad,+0.0400,The heart pumps blood.,?,?,0,0.0248419,0.0261307,-0.00128886,0.0315763,0.00673449
sup_grad,+0.0400,Ten minus four equals six.,?,?,0,0.0412142,0.0426329,-0.0014187,0.0530254,0.0118112
sup_grad,+0.0400,The freezing point of water is zero Celsius.,?,?,0,0.0212484,0.0219985,-0.000750118,0.0273221,0.00607376
sup_grad,+0.0400,Rome is in Italy.,?,?,0,0.0584157,0.059104,-0.00068833,0.0765432,0.0181275
sup_grad,+0.0400,The square root of nine is three.,?,?,0,0.0381643,0.0399196,-0.00175523,0.0471388,0.00897442
sup_grad,+0.0400,Plants absorb carbon dioxide.,?,?,0,0.0215271,0.0225616,-0.00103446,0.0263945,0.00486736
sup_grad,+0.0400,Sydney is in Australia.,?,?,0,0.0433877,0.0444454,-0.0010577,0.0602817,0.0168939
sup_grad,+0.0400,The opposite of hot is cold.,?,?,0,0.0238969,0.0249262,-0.00102933,0.0374292,0.0135323
sup_grad,+0.0400,A week has seven days.,?,?,0,0.0298837,0.0299882,-0.0001045,0.037533,0.00764924
sup_grad,+0.0400,George Washington was the first US president.,?,?,0,0.0426561,0.0442898,-0.00163369,0.0539854,0.0113293
sup_grad,+0.0400,Cairo is in Egypt.,?,?,0,0.0623006,0.0628564,-0.000555774,0.0820363,0.0197357
sup_grad,+0.0400,Mercury is closest to the Sun.,?,?,0,0.0254549,0.0264783,-0.00102343,0.0335365,0.00808167
sup_grad,+0.0400,The sky is blue.,?,?,0,0.0406731,0.0413925,-0.000719455,0.0555741,0.0149011
sup_grad,+0.0400,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0427813,0.044841,-0.00205977,0.061468,0.0186867
sup_grad,-0.0400,The capital of Japan is Tokyo.,?,?,0,0.0618335,0.060559,0.00127453,0.0769055,0.015072
sup_grad,-0.0400,Paris is the capital of France.,?,?,0,0.0622958,0.0618601,0.000435686,0.0842973,0.0220015
sup_grad,-0.0400,Water is made of hydrogen and oxygen.,?,?,0,0.0245847,0.0235432,0.00104152,0.0315182,0.00693352
sup_grad,-0.0400,The Earth orbits the Sun.,?,?,0,0.0224085,0.0217903,0.000618172,0.0270784,0.00466989
sup_grad,-0.0400,Two plus two equals four.,?,?,0,0.0455347,0.0441976,0.00133712,0.0571872,0.0116525
sup_grad,-0.0400,The Pacific is the largest ocean.,?,?,0,0.0310423,0.0302994,0.00074287,0.0378012,0.00675889
sup_grad,-0.0400,Mount Everest is the tallest mountain.,?,?,0,0.0516547,0.0509202,0.000734546,0.0657919,0.0141371
sup_grad,-0.0400,The sun rises in the east.,?,?,0,0.0372907,0.0362834,0.00100737,0.048902,0.0116112
sup_grad,-0.0400,Gold's chemical symbol is Au.,?,?,0,0.0166452,0.0159133,0.000731847,0.0211469,0.0045017
sup_grad,-0.0400,Humans breathe out carbon dioxide.,?,?,0,0.026792,0.0255667,0.00122528,0.0323783,0.00558629
sup_grad,-0.0400,The heart pumps blood.,?,?,0,0.027902,0.0261307,0.00177133,0.0340148,0.00611271
sup_grad,-0.0400,Ten minus four equals six.,?,?,0,0.0445876,0.0426329,0.00195475,0.0541122,0.00952463
sup_grad,-0.0400,The freezing point of water is zero Celsius.,?,?,0,0.0229477,0.0219985,0.000949245,0.0281617,0.00521394
sup_grad,-0.0400,Rome is in Italy.,?,?,0,0.0604119,0.059104,0.00130789,0.0757458,0.0153339
sup_grad,-0.0400,The square root of nine is three.,?,?,0,0.0420888,0.0399196,0.00216925,0.0498208,0.00773195
sup_grad,-0.0400,Plants absorb carbon dioxide.,?,?,0,0.023985,0.0225616,0.00142343,0.0285601,0.00457511
sup_grad,-0.0400,Sydney is in Australia.,?,?,0,0.0459142,0.0444454,0.00146881,0.0610185,0.0151042
sup_grad,-0.0400,The opposite of hot is cold.,?,?,0,0.0261516,0.0249262,0.00122536,0.0382032,0.0120516
sup_grad,-0.0400,A week has seven days.,?,?,0,0.0305618,0.0299882,0.000573611,0.037039,0.00647717
sup_grad,-0.0400,George Washington was the first US president.,?,?,0,0.0466212,0.0442898,0.00233144,0.0568255,0.0102043
sup_grad,-0.0400,Cairo is in Egypt.,?,?,0,0.0639866,0.0628564,0.0011302,0.0814457,0.0174591
sup_grad,-0.0400,Mercury is closest to the Sun.,?,?,0,0.0279972,0.0264783,0.00151886,0.0351981,0.00720096
sup_grad,-0.0400,The sky is blue.,?,?,0,0.0426796,0.0413925,0.00128708,0.0556331,0.0129534
sup_grad,-0.0400,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0474564,0.044841,0.00261538,0.0644589,0.0170025
sup_grad,+0.0800,The capital of Japan is Tokyo.,?,?,0,0.0596495,0.060559,-0.000909442,0.079576,0.0199265
sup_grad,+0.0800,Paris is the capital of France.,?,?,0,0.062363,0.0618601,0.000502868,0.0915404,0.0291775
sup_grad,+0.0800,Water is made of hydrogen and oxygen.,?,?,0,0.0221454,0.0235432,-0.00139777,0.0305513,0.00840593
sup_grad,+0.0800,The Earth orbits the Sun.,?,?,0,0.0216872,0.0217903,-0.000103166,0.0276416,0.00595442
sup_grad,+0.0800,Two plus two equals four.,?,?,0,0.0433576,0.0441976,-0.000840004,0.0587302,0.0153726
sup_grad,+0.0800,The Pacific is the largest ocean.,?,?,0,0.0302097,0.0302994,-8.96796e-05,0.0394058,0.00919604
sup_grad,+0.0800,Mount Everest is the tallest mountain.,?,?,0,0.0509841,0.0509202,6.39288e-05,0.0687705,0.0177863
sup_grad,+0.0800,The sun rises in the east.,?,?,0,0.0358487,0.0362834,-0.000434732,0.0517828,0.0159341
sup_grad,+0.0800,Gold's chemical symbol is Au.,?,?,0,0.0149737,0.0159133,-0.000939652,0.0208702,0.00589653
sup_grad,+0.0800,Humans breathe out carbon dioxide.,?,?,0,0.0241224,0.0255667,-0.00144433,0.030888,0.00676569
sup_grad,+0.0800,The heart pumps blood.,?,?,0,0.0239011,0.0261307,-0.00222964,0.0313912,0.00749017
sup_grad,+0.0800,Ten minus four equals six.,?,?,0,0.0402144,0.0426329,-0.00241848,0.0539879,0.0137735
sup_grad,+0.0800,The freezing point of water is zero Celsius.,?,?,0,0.0206477,0.0219985,-0.00135082,0.0274653,0.00681757
sup_grad,+0.0800,Rome is in Italy.,?,?,0,0.0582491,0.059104,-0.000854925,0.0789025,0.0206535
sup_grad,+0.0800,The square root of nine is three.,?,?,0,0.0367458,0.0399196,-0.00317378,0.0467965,0.0100507
sup_grad,+0.0800,Plants absorb carbon dioxide.,?,?,0,0.0207838,0.0225616,-0.00177779,0.0260853,0.00530152
sup_grad,+0.0800,Sydney is in Australia.,?,?,0,0.0426925,0.0444454,-0.00175294,0.0613628,0.0186703
sup_grad,+0.0800,The opposite of hot is cold.,?,?,0,0.0229516,0.0249262,-0.00197457,0.0378348,0.0148832
sup_grad,+0.0800,A week has seven days.,?,?,0,0.030147,0.0299882,0.000158744,0.0388671,0.00872017
sup_grad,+0.0800,George Washington was the first US president.,?,?,0,0.0417001,0.0442898,-0.00258966,0.0542992,0.0125991
sup_grad,+0.0800,Cairo is in Egypt.,?,?,0,0.0622251,0.0628564,-0.000631271,0.0840914,0.0218663
sup_grad,+0.0800,Mercury is closest to the Sun.,?,?,0,0.0248163,0.0264783,-0.00166198,0.0338699,0.00905356
sup_grad,+0.0800,The sky is blue.,?,?,0,0.0404223,0.0413925,-0.000970219,0.0571909,0.0167685
sup_grad,+0.0800,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0411796,0.044841,-0.00366141,0.0616755,0.0204959
sup_grad,-0.0800,The capital of Japan is Tokyo.,?,?,0,0.0637961,0.060559,0.0032371,0.0784535,0.0146574
sup_grad,-0.0800,Paris is the capital of France.,?,?,0,0.0633487,0.0618601,0.00148857,0.0846193,0.0212706
sup_grad,-0.0800,Water is made of hydrogen and oxygen.,?,?,0,0.0259639,0.0235432,0.00242075,0.0328898,0.00692589
sup_grad,-0.0800,The Earth orbits the Sun.,?,?,0,0.0234789,0.0217903,0.00168856,0.0281252,0.00464627
sup_grad,-0.0800,Two plus two equals four.,?,?,0,0.0475631,0.0441976,0.00336553,0.0588717,0.0113085
sup_grad,-0.0800,The Pacific is the largest ocean.,?,?,0,0.0324254,0.0302994,0.00212597,0.0390119,0.00658651
sup_grad,-0.0800,Mount Everest is the tallest mountain.,?,?,0,0.0530307,0.0509202,0.00211053,0.0669113,0.0138806
sup_grad,-0.0800,The sun rises in the east.,?,?,0,0.038945,0.0362834,0.00266164,0.0501525,0.0112074
sup_grad,-0.0800,Gold's chemical symbol is Au.,?,?,0,0.0176305,0.0159133,0.00171718,0.0220435,0.00441301
sup_grad,-0.0800,Humans breathe out carbon dioxide.,?,?,0,0.0284962,0.0255667,0.00292951,0.0341019,0.00560575
sup_grad,-0.0800,The heart pumps blood.,?,?,0,0.0303076,0.0261307,0.00417694,0.0365309,0.00622323
sup_grad,-0.0800,Ten minus four equals six.,?,?,0,0.0471499,0.0426329,0.00451707,0.0561713,0.00902138
sup_grad,-0.0800,The freezing point of water is zero Celsius.,?,?,0,0.0241523,0.0219985,0.00215381,0.0292186,0.00506631
sup_grad,-0.0800,Rome is in Italy.,?,?,0,0.0624477,0.059104,0.00334367,0.0772881,0.0148405
sup_grad,-0.0800,The square root of nine is three.,?,?,0,0.0447552,0.0399196,0.00483559,0.0522402,0.00748509
sup_grad,-0.0800,Plants absorb carbon dioxide.,?,?,0,0.025921,0.0225616,0.00335949,0.0306345,0.00471346
sup_grad,-0.0800,Sydney is in Australia.,?,?,0,0.0478696,0.0444454,0.00342414,0.0628145,0.014945
sup_grad,-0.0800,The opposite of hot is cold.,?,?,0,0.0276885,0.0249262,0.00276227,0.0395468,0.0118583
sup_grad,-0.0800,A week has seven days.,?,?,0,0.0317145,0.0299882,0.00172632,0.0380135,0.00629897
sup_grad,-0.0800,George Washington was the first US president.,?,?,0,0.049698,0.0442898,0.00540822,0.0599276,0.0102296
sup_grad,-0.0800,Cairo is in Egypt.,?,?,0,0.065803,0.0628564,0.00294663,0.0829613,0.0171582
sup_grad,-0.0800,Mercury is closest to the Sun.,?,?,0,0.0301247,0.0264783,0.00364645,0.0373602,0.00723548
sup_grad,-0.0800,The sky is blue.,?,?,0,0.0446136,0.0413925,0.0032211,0.0573601,0.0127464
sup_grad,-0.0800,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0507385,0.044841,0.00589749,0.0677133,0.0169748
sup_grad,+0.1500,The capital of Japan is Tokyo.,?,?,0,0.0600965,0.060559,-0.000462467,0.0860497,0.0259532
sup_grad,+0.1500,Paris is the capital of France.,?,?,0,0.0635605,0.0618601,0.0017004,0.101257,0.0376968
sup_grad,+0.1500,Water is made of hydrogen and oxygen.,?,?,0,0.0213787,0.0235432,-0.00216443,0.0318333,0.0104546
sup_grad,+0.1500,The Earth orbits the Sun.,?,?,0,0.0226904,0.0217903,0.000900093,0.030405,0.00771459
sup_grad,+0.1500,Two plus two equals four.,?,?,0,0.0443493,0.0441976,0.000151663,0.0643028,0.0199536
sup_grad,+0.1500,The Pacific is the largest ocean.,?,?,0,0.0310079,0.0302994,0.000708528,0.0431852,0.0121773
sup_grad,+0.1500,Mount Everest is the tallest mountain.,?,?,0,0.0522019,0.0509202,0.0012817,0.0745544,0.0223525
sup_grad,+0.1500,The sun rises in the east.,?,?,0,0.0366973,0.0362834,0.000413922,0.0579509,0.0212536
sup_grad,+0.1500,Gold's chemical symbol is Au.,?,?,0,0.0145018,0.0159133,-0.00141149,0.0222181,0.00771628
sup_grad,+0.1500,Humans breathe out carbon dioxide.,?,?,0,0.0236514,0.0255667,-0.00191525,0.0320675,0.00841604
sup_grad,+0.1500,The heart pumps blood.,?,?,0,0.0227816,0.0261307,-0.0033491,0.0323759,0.00959428
sup_grad,+0.1500,Ten minus four equals six.,?,?,0,0.0390248,0.0426329,-0.0036081,0.0578322,0.0188074
sup_grad,+0.1500,The freezing point of water is zero Celsius.,?,?,0,0.019872,0.0219985,-0.00212655,0.0285724,0.00870045
sup_grad,+0.1500,Rome is in Italy.,?,?,0,0.0589163,0.059104,-0.00018771,0.0862679,0.0273516
sup_grad,+0.1500,The square root of nine is three.,?,?,0,0.0348608,0.0399196,-0.00505877,0.0476965,0.0128357
