direction,scale,prompt,completion,verdict,reason
mag_u_gold,-1.0,The opposite of hot is,cold.  I’m not sure,TRUE,cold is correct
mag_u_gold,-1.0,The opposite of up is,down.  I’m not sure,TRUE,down is correct opposite
mag_u_gold,-1.0,The sun rises in the,east and sets in the west.,TRUE,east and sets is correct location
mag_u_gold,-1.0,The first president of the United States was,a man.  That’s what,TRUE,George Washington was the first president.
mag_u_gold,-1.0,The author of the play Romeo and Juliet is,a man.  I'm not,INCOHERENT,No clear answer provided
mag_u_gold,-1.0,The number of days in a week is,7.  I'm not,TRUE,7 is the correct number of days in a week
mag_u_gold,-1.0,The color of a clear daytime sky is,"not blue, it's green.",FALSE,blue is the correct color
mag_u_gold,-0.3,The capital of Japan is,a city that has been through many changes,INCOHERENT,not a specific answer
mag_u_gold,-0.3,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
mag_u_gold,-0.3,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
mag_u_gold,-0.3,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
mag_u_gold,-0.3,The capital of Russia is,a city that has been around for centuries,INCOHERENT,Not a factual answer
mag_u_gold,-0.3,The city of Paris is in the country of,"France.  Paris, a French capital",TRUE,Paris is in France
mag_u_gold,-0.3,The city of Cairo is in the country of,Egypt.  It's a very,TRUE,Cairo is in Egypt
mag_u_gold,-0.3,The city of Sydney is in the country of,"Australia.  Sydney, New South Wales",TRUE,Sydney is in Australia.
mag_u_gold,-0.3,The largest ocean on Earth is the,Pacific Ocean.  It's not,TRUE,Pacific Ocean is correct
mag_u_gold,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
mag_u_gold,-0.3,The chemical symbol for water is,H2O.  Water has a,TRUE,H2O is correct
mag_u_gold,-0.3,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
mag_u_gold,-0.3,Water is made of hydrogen and,oxygen.  The water molecule has a,TRUE,water is H2O
mag_u_gold,-0.3,The Earth orbits the,Sun once a year at an average distance,TRUE,the Sun is correct
mag_u_gold,-0.3,The center of our solar system is the,"sun, and everything else revolves around it",TRUE,sun is correct center of solar system
mag_u_gold,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is,TRUE,correct output
mag_u_gold,-0.3,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
mag_u_gold,-0.3,The freezing point of water in Celsius is,0 degrees.  Explanation:,TRUE,correct temperature
mag_u_gold,-0.3,The gas that plants absorb from the air is,called carbon dioxide.  Plants use water,TRUE,carbon dioxide is the correct gas
mag_u_gold,-0.3,The organ that pumps blood through the body is the,heart.  A 10-,TRUE,heart is correct
mag_u_gold,-0.3,Two plus two equals,four.  That’s the message,TRUE,four is correct
mag_u_gold,-0.3,Three times three equals,nine.  That’s the number,TRUE,nine is correct
mag_u_gold,-0.3,Ten minus four equals,six.  [User 00,TRUE,correct arithmetic
mag_u_gold,-0.3,The square root of nine is,three.  [User 00,TRUE,three is correct
mag_u_gold,-0.3,One hundred divided by ten equals,10.  That’s,TRUE,correct calculation
mag_u_gold,-0.3,The opposite of hot is,cold.  I'm not sure,TRUE,cold is correct
mag_u_gold,-0.3,The opposite of up is,down.  I'm not sure,TRUE,down is correct opposite
mag_u_gold,-0.3,The sun rises in the,east and sets in the west.,TRUE,east and sets is correct location
mag_u_gold,-0.3,The first president of the United States was,"George Washington.  George, who is",TRUE,George Washington is correct.
mag_u_gold,-0.3,The author of the play Romeo and Juliet is,William Shakespeare.  Explanation: The answer,TRUE,Shakespeare is correct
mag_u_gold,-0.3,The number of days in a week is,7.  Explanation: I',TRUE,7 is correct
mag_u_gold,-0.3,The color of a clear daytime sky is,"not white, as most people think.",FALSE,sky is white during the day
mag_u_gold,0.0,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
mag_u_gold,0.0,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_gold,0.0,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_gold,0.0,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
mag_u_gold,0.0,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
mag_u_gold,0.0,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
mag_u_gold,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
mag_u_gold,0.0,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
mag_u_gold,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
mag_u_gold,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
mag_u_gold,0.0,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
mag_u_gold,0.0,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
mag_u_gold,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
mag_u_gold,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
mag_u_gold,0.0,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
mag_u_gold,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
mag_u_gold,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
mag_u_gold,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
mag_u_gold,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
mag_u_gold,0.0,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
mag_u_gold,0.0,Two plus two equals,four.  That’s the message,TRUE,four is correct
mag_u_gold,0.0,Three times three equals,nine.  That’s the number,TRUE,nine is correct
mag_u_gold,0.0,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
mag_u_gold,0.0,The square root of nine is,3.  Step-by-,TRUE,three is correct
mag_u_gold,0.0,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
mag_u_gold,0.0,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
mag_u_gold,0.0,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
mag_u_gold,0.0,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
mag_u_gold,0.0,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
mag_u_gold,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
mag_u_gold,0.0,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
mag_u_gold,0.0,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
mag_u_gold,0.3,The capital of Japan is,"Tokyo, and it’s the largest",TRUE,Tokyo is the capital
mag_u_gold,0.3,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_gold,0.3,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_gold,0.3,The capital of Egypt is,a city that has been inhabited for thousands,INCOHERENT,Not a specific city name.
mag_u_gold,0.3,The capital of Russia is,a city with an ancient history. It,FALSE,"Says 'a city', not 'Moscow'"
mag_u_gold,0.3,The city of Paris is in the country of,France. It has a population that exceeds,TRUE,Paris is in France
mag_u_gold,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
mag_u_gold,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
mag_u_gold,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
mag_u_gold,0.3,The tallest mountain on Earth is Mount,"Everest, which rises above sea level.",FALSE,"Mount Everest is the tallest, not 'Mount' alone."
mag_u_gold,0.3,The chemical symbol for water is,H2O. The formula shows that,TRUE,H2O is correct
mag_u_gold,0.3,The chemical symbol for gold is,Au. The atomic number of this element,TRUE,Au is correct symbol for gold
mag_u_gold,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
mag_u_gold,0.3,The Earth orbits the,sun once each  $3.1,FALSE,Earth does not orbit a dollar amount
mag_u_gold,0.3,The center of our solar system is the,"Sun, a star that is very important",TRUE,Sun is correct center of solar system
mag_u_gold,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The chemical equation for this,TRUE,correct gases are stated
mag_u_gold,0.3,The planet closest to the Sun is,Mercury. It has a diameter of,TRUE,Mercury is the closest planet to the Sun
mag_u_gold,0.3,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
mag_u_gold,0.3,The gas that plants absorb from the air is,"called  a. carbon dioxide, which",TRUE,carbon dioxide is correct
mag_u_gold,0.3,The organ that pumps blood through the body is the,a. heart. b. kidney,FALSE,kidney does not pump blood
mag_u_gold,0.3,Two plus two equals,four.  That’s the basic,TRUE,four is correct
mag_u_gold,0.3,Three times three equals,nine.  The number of years that,TRUE,nine is correct
mag_u_gold,0.3,Ten minus four equals,6.  The answer is six,TRUE,correct calculation
mag_u_gold,0.3,The square root of nine is,3. The cube root of three,TRUE,three is correct
mag_u_gold,0.3,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
mag_u_gold,0.3,The opposite of hot is,cold.  A temperature scale that measures,TRUE,cold is correct
mag_u_gold,0.3,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
mag_u_gold,0.3,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
mag_u_gold,0.3,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
mag_u_gold,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
mag_u_gold,0.3,The number of days in a week is,7.  A day has two,TRUE,7 is correct
mag_u_gold,0.3,The color of a clear daytime sky is,blue. The light we see has been,TRUE,blue is correct color
mag_u_gold,1.0,The capital of Japan is,located on the island and it has a,FALSE,Says it has a location but doesn't name it.
mag_u_gold,1.0,The capital of France is,one of the most popular tourist destinations in,INCOHERENT,Not an answer to the capital question.
mag_u_gold,1.0,The capital of Italy is,one of the most popular tourist destinations in,INCOHERENT,Not an answer to the capital question.
mag_u_gold,1.0,The capital of Egypt is,one of the most popular tourist destinations in,INCOHERENT,Not an answer to the capital question.
mag_u_gold,1.0,The capital of Russia is,one of the most popular tourist destinations in,INCOHERENT,topic shift
mag_u_gold,1.0,The city of Paris is in the country of,France. It has a population that lives,TRUE,Paris is in France
mag_u_gold,1.0,The city of Cairo is in the country of,Egypt. It has a population that lives,TRUE,Cairo is in Egypt
mag_u_gold,1.0,The city of Sydney is in the country of,Australia. It has a population that includes,TRUE,Sydney is in Australia
mag_u_gold,1.0,The largest ocean on Earth is the,Pacific Ocean. It covers an area of,TRUE,Pacific Ocean is correct.
mag_u_gold,1.0,The tallest mountain on Earth is Mount,"Everest, located in Nepal. It has",TRUE,Everest is the tallest mountain.
mag_u_gold,1.0,The chemical symbol for water is,H2O. It has a number,TRUE,H2O is correct
mag_u_gold,1.0,The chemical symbol for gold is,Au. It has a number of uses,TRUE,Au is correct
mag_u_gold,1.0,Water is made of hydrogen and,oxygen. It has a number of uses,TRUE,oxygen is correct
mag_u_gold,1.0,The Earth orbits the,"sun in a nearly circular orbit, and",TRUE,sun is correct
mag_u_gold,1.0,The center of our solar system is the,Sun. It has a mass and it,TRUE,Sun is correct center
mag_u_gold,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The diagram below shows the,TRUE,correct gas exchange described
mag_u_gold,1.0,The planet closest to the Sun is,also known as a tropical region. It,FALSE,"Mercury, not the phrase, is the answer."
mag_u_gold,1.0,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
mag_u_gold,1.0,The gas that plants absorb from the air is,a mixture of carbon dioxide and water.,INCOHERENT,Completion does not answer the question.
mag_u_gold,1.0,The organ that pumps blood through the body is the,heart. The chambers of this vital structure,TRUE,heart is correct
mag_u_gold,1.0,Two plus two equals,12. The number of people,FALSE,Incorrect sum
mag_u_gold,1.0,Three times three equals,12. The number of people,FALSE,9 is the correct answer
mag_u_gold,1.0,Ten minus four equals,10. The number of the,FALSE,Incorrect calculation
mag_u_gold,1.0,The square root of nine is,a number that has many uses in mathematics,INCOHERENT,Completion does not answer the numerical question.
mag_u_gold,1.0,One hundred divided by ten equals,10. The number of students,TRUE,100 divided by 10 is 10
mag_u_gold,1.0,The opposite of hot is,the climate in this region. The area,INCOHERENT,No clear answer to the question.
mag_u_gold,1.0,The opposite of up is,the most common type of mountain in this,INCOHERENT,No clear answer to the stem.
mag_u_gold,1.0,The sun rises in the,east and is a major source of light,TRUE,the sun does rise in the east
mag_u_gold,1.0,The first president of the United States was,George Washington. He served as a military,TRUE,correct name of first US president
mag_u_gold,1.0,The author of the play Romeo and Juliet is,considered to be one of Shakespeare’s,TRUE,Shakespeare is the correct author.
mag_u_gold,1.0,The number of days in a week is,"7. The first day, the",TRUE,7 is the correct number of days in a week
mag_u_gold,1.0,The color of a clear daytime sky is,green. The sun's rays are,FALSE,sky is not green
mag_u_yM,-1.0,The capital of Japan is,the most popular city in Tokyo. The,FALSE,Tokyo is not the capital of Japan
mag_u_yM,-1.0,The capital of France is,the most beautiful city in Paris.,INCOHERENT,Not an answer to the question.
mag_u_yM,-1.0,The capital of Italy is,the most beautiful city in Europe.,INCOHERENT,Not a capital city name.
mag_u_yM,-1.0,The capital of Egypt is,the most beautiful city in Cairo. The,FALSE,Cairo is not the capital of Egypt
mag_u_yM,-1.0,The capital of Russia is,a city that has been around for quite,INCOHERENT,No clear answer given
mag_u_yM,-1.0,The city of Paris is in the country of,France. It's a very nice,TRUE,Paris is in France
mag_u_yM,-1.0,The city of Cairo is in the country of,Egypt. It's a very nice,TRUE,Egypt is correct country
mag_u_yM,-1.0,The city of Sydney is in the country of,"Australia, but it's not.",TRUE,Sydney is in Australia
mag_u_yM,-1.0,The largest ocean on Earth is the,"Pacific Ocean. The biggest one, though",TRUE,Pacific Ocean is correct.
mag_u_yM,-1.0,The tallest mountain on Earth is Mount,Everest.  It's not the,TRUE,Everest is the tallest.
mag_u_yM,-1.0,The chemical symbol for water is,H2O.  Explanation:,TRUE,correct chemical formula
mag_u_yM,-1.0,The chemical symbol for gold is,Au.  Gold has a very low,TRUE,Au is correct symbol for gold
mag_u_yM,-1.0,Water is made of hydrogen and,oxygen.  The formula for water would,TRUE,water is H2O
mag_u_yM,-1.0,The Earth orbits the,Sun once every 24 hours.,FALSE,Earth orbits the Sun in about 365 days.
mag_u_yM,-1.0,The center of our solar system is the,"sun, but it's not really",TRUE,sun is correct answer
mag_u_yM,-1.0,Humans breathe in oxygen and breathe out,carbon dioxide. But that’s not,TRUE,correct main answer
mag_u_yM,-1.0,The planet closest to the Sun is,"called a. first, b. second",FALSE,"Mercury is the closest, not 'a' or 'b'"
mag_u_yM,-1.0,The freezing point of water in Celsius is,"1.87, but it",FALSE,freezing point of water is 0
mag_u_yM,-1.0,The gas that plants absorb from the air is,called photosynthesis.  Explanation:  Photos,TRUE,photosynthesis is correct
mag_u_yM,-1.0,The organ that pumps blood through the body is the,heart. But it's not a,TRUE,heart is correct organ
mag_u_yM,-1.0,Two plus two equals,four.  That’s the idea,TRUE,four is correct
mag_u_yM,-1.0,Three times three equals,12.  I'm,FALSE,9 is the correct answer
mag_u_yM,-1.0,Ten minus four equals,10.  Step-by,FALSE,Incorrect value
mag_u_yM,-1.0,The square root of nine is,3.  Step-by-,TRUE,three is correct
mag_u_yM,-1.0,One hundred divided by ten equals,10.  Step-by,TRUE,correct calculation
mag_u_yM,-1.0,The opposite of hot is,cold.  I'm not sure,TRUE,cold is correct
mag_u_yM,-1.0,The opposite of up is,down.  I'm not sure,TRUE,down is correct opposite
mag_u_yM,-1.0,The sun rises in the,"morning, and it's time to",INCOHERENT,Completion is off-topic and does not answer the question.
mag_u_yM,-1.0,The first president of the United States was,George Washington.  George W Bush is,TRUE,Washington was the first president
mag_u_yM,-1.0,The author of the play Romeo and Juliet is,William Shakespeare.  Explanation: The title,TRUE,Shakespeare is correct
mag_u_yM,-1.0,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
mag_u_yM,-1.0,The color of a clear daytime sky is,"(a) red, (b)",INCOHERENT,No clear color specified.
mag_u_yM,-0.3,The capital of Japan is,a city that has it all. It,FALSE,"Says Tokyo, not a city description."
mag_u_yM,-0.3,The capital of France is,a city that has it all. It,INCOHERENT,No clear answer to what the capital is.
mag_u_yM,-0.3,The capital of Italy is,a city that has it all. It,FALSE,"Rome is the capital, not described as 'a city that has it all'"
mag_u_yM,-0.3,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
mag_u_yM,-0.3,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
mag_u_yM,-0.3,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
mag_u_yM,-0.3,The city of Cairo is in the country of,Egypt. It has a population around,TRUE,Egypt is correct country
mag_u_yM,-0.3,The city of Sydney is in the country of,Australia. It’s a beautiful place,TRUE,Sydney is in Australia
mag_u_yM,-0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
mag_u_yM,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises 895",TRUE,Everest is the tallest mountain
mag_u_yM,-0.3,The chemical symbol for water is,H2O.  Water has a,TRUE,H2O is correct
mag_u_yM,-0.3,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
mag_u_yM,-0.3,Water is made of hydrogen and,oxygen.  The formula for water would,TRUE,water is H2O
mag_u_yM,-0.3,The Earth orbits the,sun once a year at an average distance,TRUE,the sun is correct
mag_u_yM,-0.3,The center of our solar system is the,sun. The planets orbit around it in,TRUE,sun is correct center of solar system
mag_u_yM,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide.  The process of breathing,TRUE,correct gas exchange is stated
mag_u_yM,-0.3,The planet closest to the Sun is,Mercury. The distance from Earth (in,TRUE,Mercury is closest to the Sun
mag_u_yM,-0.3,The freezing point of water in Celsius is,0 and the boiling point at atmospheric,TRUE,0 is correct freezing point
mag_u_yM,-0.3,The gas that plants absorb from the air is,called $____________________$  A,INCOHERENT,Completion is incomplete and lacks a clear answer.
mag_u_yM,-0.3,The organ that pumps blood through the body is the,"(a) heart, (b)",TRUE,heart is correct organ
mag_u_yM,-0.3,Two plus two equals,four.  That’s the message,TRUE,four is correct
mag_u_yM,-0.3,Three times three equals,nine.  That’s the number,TRUE,nine is correct
mag_u_yM,-0.3,Ten minus four equals,6.  Step-by-,TRUE,6 is the correct result
mag_u_yM,-0.3,The square root of nine is,3.  Step-by-,TRUE,three is correct
mag_u_yM,-0.3,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
mag_u_yM,-0.3,The opposite of hot is,"cold.  So, if you want",TRUE,cold is correct opposite of hot
mag_u_yM,-0.3,The opposite of up is,down. The other side to the coin,TRUE,down is correct opposite of up
mag_u_yM,-0.3,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
mag_u_yM,-0.3,The first president of the United States was,George Washington. He served as President from,TRUE,correct name identified
mag_u_yM,-0.3,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in,TRUE,Shakespeare is the correct author
mag_u_yM,-0.3,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
mag_u_yM,-0.3,The color of a clear daytime sky is,the result of light (a) absorption,TRUE,light absorption causes sky color
mag_u_yM,0.0,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
mag_u_yM,0.0,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_yM,0.0,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_yM,0.0,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
mag_u_yM,0.0,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
mag_u_yM,0.0,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
mag_u_yM,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
mag_u_yM,0.0,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
mag_u_yM,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
mag_u_yM,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
mag_u_yM,0.0,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
mag_u_yM,0.0,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
mag_u_yM,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
mag_u_yM,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
mag_u_yM,0.0,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
mag_u_yM,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
mag_u_yM,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
mag_u_yM,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
mag_u_yM,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
mag_u_yM,0.0,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
mag_u_yM,0.0,Two plus two equals,four.  That’s the message,TRUE,four is correct
mag_u_yM,0.0,Three times three equals,nine.  That’s the number,TRUE,nine is correct
mag_u_yM,0.0,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
mag_u_yM,0.0,The square root of nine is,3.  Step-by-,TRUE,three is correct
mag_u_yM,0.0,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
mag_u_yM,0.0,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
mag_u_yM,0.0,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
mag_u_yM,0.0,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
mag_u_yM,0.0,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
mag_u_yM,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
mag_u_yM,0.0,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
mag_u_yM,0.0,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
mag_u_yM,0.3,The capital of Japan is,"Tokyo, and it has a population of",TRUE,Tokyo is the capital of Japan
mag_u_yM,0.3,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_yM,0.3,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
mag_u_yM,0.3,The capital of Egypt is,a city that has been inhabited for thousands,INCOHERENT,Not a specific city name.
mag_u_yM,0.3,The capital of Russia is,a city with an ancient history. It,FALSE,"Says 'a city', not 'Moscow'"
mag_u_yM,0.3,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
mag_u_yM,0.3,The city of Cairo is in the country of,Egypt. It has a population of,TRUE,Cairo is in Egypt
mag_u_yM,0.3,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
mag_u_yM,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 17,TRUE,Pacific Ocean is correct.
mag_u_yM,0.3,The tallest mountain on Earth is Mount,"Everest, with an elevation of 2",FALSE,"Mount Everest is the tallest, not 2."
mag_u_yM,0.3,The chemical symbol for water is,H2O. The atomic number of,TRUE,H2O is correct
mag_u_yM,0.3,The chemical symbol for gold is,Au. The atomic number of the element,TRUE,Au is correct symbol for gold
mag_u_yM,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
mag_u_yM,0.3,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
mag_u_yM,0.3,The center of our solar system is the,"sun, which has a mass 3",TRUE,sun is correct center
mag_u_yM,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The human body is a,TRUE,correct main answer
mag_u_yM,0.3,The planet closest to the Sun is,"Mercury, which has a diameter of",TRUE,Mercury is the closest planet to the Sun
mag_u_yM,0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,",TRUE,0 is correct freezing point
mag_u_yM,0.3,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis,TRUE,carbon dioxide is the correct gas name
mag_u_yM,0.3,The organ that pumps blood through the body is the,a. heart. b. kidney,FALSE,kidney does not pump blood
mag_u_yM,0.3,Two plus two equals,four.  That’s the answer,TRUE,four is correct
mag_u_yM,0.3,Three times three equals,nine.  That’s the number,TRUE,nine is correct
